STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MX01,MX01_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2005-11,,,0,",H",,,,,0,",H",4,",H",1,",H",0,",H",-11.7,",H,26,",,,,,36.3,",,H,10,",21.1,",H,02,",,,,,451.2,",H",,,,,139.8,",,,H",,,3.3,",H",8.5,",,,H",-1.9,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2005-12,,,0,",H",,,,,3,",H",15,",H",0,",H",0,",H",-21.7,",H,15,+",,,,,39.4,",,H,24,",13.3,",H,01,",,,,,698.2,",H",,,,,361.5,",,,H",,,-4.2,",H",1,",,,H",-9.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-01,0,H,0,",H",,,,,0,",H",13,",H",0,",H",0,",H",-16.1,",H,16,",,,,,25.7,",,H,25,",12.8,",H,22,",,,,,640.7,",H",,,,,191.3,",,,H",,,-2.3,",H",2.7,",,,H",-7.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-02,0,H,0,",H",,,,,2,",H",16,",H",0,",H",0,",H",-18.3,",H,27,",,,,,43.7,",,H,01,",13.9,",H,17,",,,,,643.4,",H",,,,,130.6,",,,H",,,-4.6,",H",0.5,",,,H",-9.8,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-03,0,H,0,",H",,,,,0,",H",8,",H",0,",H",0,",H",-15.6,",H,01,",,,,,24.6,",,H,14,",17.2,",H,31,",,,,,586.9,",H",,,,,35.5,",,,H",,,-0.6,",H",4.8,",,,H",-6,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-04,0,H,0,",H",,,,,0,",H",0,",H",7,",H",0,",H",-4.4,",H,09,",,,,,25.4,",,H,05,",23.3,",H,21,",,,,,319.3,",H",,,,,73,",,,H",,,7.7,",H",14.7,",,,H",0.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-05,8.6,H,8.6,"1,H",,,,,0,"1,H",0,"1,H",10,"1,H",0,"1,H",0.6,"1,H,08,",,,,,136.7,",,H,14,",29.4,"1,H,30,",,,,,178.1,"1,H",,,,,302.4,",,,H",,,12.7,"1,H",17.8,"1,,,H",7.6,"1,,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-06,,,,,,,,,,,,,,,,,,,,,,,41.7,"1,,H,08,",,,,,,,,,,,,,214.1,"1,,,H",,,,,,,,,,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-07,,,114.8,",H",,,,,0,",H",0,",H",31,",H",2,",H",10,",H,31,",,,,,79.5,",,H,13,",32.8,",H,19,+",,,0.8,H,0.8,",H",,,,,155.5,",,,H",,,22,",H",28,",,,H",16.1,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-08,,,45.7,"1,H",,,,,0,"1,H",0,"1,H",24,"1,H",2,"1,H",5.6,"1,H,31,+",,,,,18.3,",,H,20,",34.4,"1,H,03,",,,36.5,H,35.7,"1,H",,,,,74.7,",,,H",,,18.7,"1,H",24.9,"1,,,H",12.5,"1,,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-10,,,0,",H",,,,,0,",H",0,",H",4,",H",0,",H",-2.8,",H,27,",,,,,,,24.4,",H,10,",,,,,307.1,",H",,,,,,,,,8.4,",H",13.9,",,,H",2.9,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-11,,,0,",H",,,,,0,",H",0,",H",0,",H",0,",H",-5,",H,26,+",,,,,,,18.3,",H,10,",,,,,382.8,",H",,,,,,,,,5.6,",H",10.3,",,,H",0.8,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2006-12,,,0,",H",,,,,0,",H",4,",H",0,",H",0,",H",-10,",H,30,+",,,,,,,17.8,",H,01,",,,,,547.6,",H",,,,,,,,,0.7,",H",5,",,,H",-3.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-01,0,H,0,"1,H",,,,,5,"1,H",16,"1,H",0,"1,H",0,"1,H",-21.7,"1,H,27,",,,,,,,18.3,"1,H,07,",,,,,690.9,"1,H",,,,,,,,,-4.7,"1,H",-0.1,"1,,,H",-9.3,"1,,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-02,0,H,0,",H",,,,,7,",H",21,",H",0,",H",0,",H",-20.6,",H,08,+",,,,,,,5,",H,28,",,,,,758,",H",,,,,,,,,-8.7,",H",-3.2,",,,H",-14.3,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-03,0,H,0,"2,H",,,,,5,"2,H",7,"2,H",0,"2,H",0,"2,H",-25.6,"2,H,09,",,,,,,,18.9,"2,H,15,",,,,,586.7,"2,H",,,,,,,,,-1.9,"2,H",5,"2,,,H",-8.8,"2,,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-04,0.3,H,0.3,"4,H",,,,,0,"4,H",0,"4,H",3,"4,H",0,"4,H",-8.9,"4,H,07,",,,,,,,28.3,"4,H,24,",,,,,337.5,"4,H",,,,,,,,,5.4,"4,H",10.5,"4,,,H",0.2,"4,,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-05,15,H,14.7,",H",,,,,0,",H",0,",H",14,",H",0,",H",-1.1,",H,14,+",,,,,,,31.7,",H,26,",,,,,177.9,",H",,,,,,,,,13.1,",H",20.1,",,,H",6,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-06,49.4,H,34.4,",H",,,,,0,",H",0,",H",20,",H",2,",H",3.3,",H,07,",,,,,,,33.3,",H,27,",,,,,58.5,",H",,,,,,,,,17.5,",H",23.5,",,,H",11.6,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-07,106.8,H,57.4,",H",,,,,0,",H",0,",H",27,",H",0,",H",7.8,",H,03,",,,,,,,31.7,",H,28,",,,14.7,H,14.7,",H",,,,,,,,,19.7,",H",25.4,",,,H",14,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-08,176.1,H,69.3,",H",,,,,0,",H",0,",H",28,",H",2,",H",4.4,",H,22,",,,,,,,33.9,",H,26,",,,46.4,H,31.7,",H",,,,,,,,,19.6,",H",26.4,",,,H",12.6,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-09,197.2,H,21.1,",H",,,,,0,",H",0,",H",20,",H",0,",H",2.2,",H,17,",,,,,,,31.1,",H,09,+",,,144.8,H,98.4,",H",,,,,,,,,15.8,",H",22.3,",,,H",9.2,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-10,197.2,H,0,",H",,,,,0,",H",0,",H",8,",H",0,",H",-2.8,",H,30,",,,,,,,25.6,",H,06,",,,368.7,H,223.9,",H",,,,,,,,,11.1,",H",16.6,",,,H",5.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-11,197.2,H,0,",H",,,,,0,",H",2,",H",0,",H",0,",H",-8.9,",H,25,",,,,,,,16.1,",H,01,",,,869.4,H,500.7,",H",,,,,,,,,1.6,",H",6.3,",,,H",-3.1,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2007-12,197.2,H,0,",H",,,,,0,",H",20,",H",0,",H",0,",H",-17.2,",H,19,",,,,,,,10.6,",H,24,",,,1599.6,H,730.2,",H",,,,,,,,,-5.2,",H",-0.6,",,,H",-9.8,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2008-01,0,H,0,",H",,,,,7,",H",16,",H",0,",H",0,",H",-25,",H,04,",,,,,,,11.7,",H,10,",,,2345.2,H,745.6,",H",,,,,,,,,-5.7,",H",0.3,",,,H",-11.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2008-06,,,37.6,",H",,,,,0,",H",0,",H",23,",H",3,",H",5.6,",H,13,",,,,,,,34.4,",H,11,",,,,,43.4,",H",,,,,,,,,18.1,",H",23.9,",,,H",12.3,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2008-07,,,74.6,",H",,,,,0,",H",0,",H",31,",H",0,",H",11.1,",H,16,+",,,,,,,31.1,",H,10,+",,,0.3,H,0.3,",H",,,,,,,,,20.7,",H",26.8,",,,H",14.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2008-08,,,28.6,",H",,,,,0,",H",0,",H",27,",H",0,",H",6.7,",H,26,",,,,,,,27.8,",H,24,+",,,25.8,H,25.5,",H",,,,,,,,,18.4,",H",24.1,",,,H",12.8,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2008-09,,,13.9,",H",,,,,0,",H",0,",H",13,",H",0,",H",1.1,",H,20,",,,,,,,30,",H,05,",,,125.6,H,99.8,",H",,,,,,,,,15.5,",H",21.2,",,,H",9.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2008-10,,,0,",H",,,,,0,",H",0,",H",1,",H",0,",H",-4.4,",H,31,",,,,,,,21.1,",H,10,",,,445.7,H,320.1,",H",,,,,,,,,8,",H",13.8,",,,H",2.2,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2008-11,,,0,",H",,,,,0,",H",5,",H",0,",H",0,",H",-11.7,",H,20,",,,,,,,18.9,",H,16,",,,916.2,H,470.5,",H",,,,,,,,,2.6,",H",7.2,",,,H",-1.9,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2008-12,,,0,",H",,,,,0,",H",13,",H",0,",H",0,",H",-16.1,",H,09,",,,,,,,14.4,",H,16,",,,1586,H,669.8,",H",,,,,,,,,-3.3,",H",1.6,",,,H",-8.2,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-01,0,H,0,",H",,,,,15,",H",28,",H",0,",H",0,",H",-28.9,",H,17,+",,,,,,,2.8,",H,24,",,,2478.7,H,892.7,",H",,,,,,,,,-10.5,",H",-4.1,",,,H",-16.8,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-02,0,H,0,",H",,,,,3,",H",13,",H",0,",H",0,",H",-20.6,",H,06,",,,,,,,12.2,",H,12,",,,3143.4,H,664.7,",H",,,,,,,,,-5.4,",H",0.9,",,,H",-11.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-03,0,H,0,",H",,,,,2,",H",8,",H",0,",H",0,",H",-20,",H,06,+",,,,,,,13.9,",H,19,",,,3740.7,H,597.3,",H",,,,,,,,,-0.9,",H",5.1,",,,H",-7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-04,2,H,2,",H",,,,,0,",H",0,",H",4,",H",1,",H",-3.3,",H,20,",,,,,,,32.8,",H,29,",,,4071.6,H,330.9,",H",,,,,,,,,7.4,",H",13.8,",,,H",1,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-05,7,H,5,",H",,,,,0,",H",0,",H",10,",H",0,",H",-0.6,",H,19,",,,,,,,31.7,",H,22,",,,4248.9,H,177.3,",H",,,,,,,,,12.8,",H",18.7,",,,H",6.8,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-06,19.8,H,12.8,",H",,,,,0,",H",0,",H",18,",H",0,",H",3.3,",H,01,",,,,,,,29.4,",H,27,",,,4321.4,H,72.5,",H",,,,,,,,,16.3,",H",21,",,,H",11.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-07,58.6,H,38.8,"1,H",,,,,0,",H",0,"1,H",23,"1,H",0,"1,H",8.3,",H,14,+",,,,,,,30,"1,H,30,",,,26.4,H,26.4,"1,H",,,,,,,,,18.7,"1,H",24,"1,,,H",13.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-08,140,H,81.4,"2,H",,,,,0,"1,H",0,"2,H",29,"2,H",1,"2,H",7.8,"1,H,27,",,,,,,,32.2,"2,H,19,",,,35.9,H,9.5,"2,H",,,,,,,,,20.7,"2,H",26.8,"2,,,H",14.6,"1,,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-09,143.4,H,3.4,",H",,,,,0,",H",0,",H",13,",H",0,",H",0,",H,26,",,,,,,,27.2,",H,05,",,,169.9,H,134,",H",,,,,,,,,14,",H",20.5,",,,H",7.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-10,143.4,H,0,",H",,,,,0,",H",0,",H",0,",H",0,",H",-3.3,",H,15,",,,,,,,18.3,",H,05,",,,522.4,H,352.5,",H",,,,,,,,,7,",H",11.7,",,,H",2.3,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-11,143.4,H,0,",H",,,,,0,",H",0,",H",0,",H",0,",H",-5,",H,08,+",,,,,,,20,",H,01,",,,905.2,H,382.8,",H",,,,,,,,,5.6,",H",10.7,",,,H",0.5,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2009-12,143.4,H,0,"1,H",,,,,2,",H",13,"1,H",0,"1,H",0,"1,H",-18.9,",H,19,+",,,,,,,17.8,"1,H,04,",,,1552.9,H,647.7,"1,H",,,,,,,,,-3.4,"1,H",1.5,"1,,,H",-8.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-01,0,H,0,",H",,,,,5,",H",22,",H",0,",H",0,",H",-20,",H,31,",,,,,,,8.9,",H,26,",,,2298.2,H,745.3,",H",,,,,,,,,-5.7,",H",-0.7,",,,H",-10.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-02,0,H,0,",H",,,,,1,",H",10,",H",0,",H",0,",H",-20,",H,01,",,,,,,,6.1,",H,23,+",,,2898.1,H,599.9,",H",,,,,,,,,-3.1,",H",0.7,",,,H",-6.9,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-03,0,H,0,",H",,,,,0,",H",0,",H",0,",H",0,",H",-8.9,",H,27,",,,,,,,20,",H,21,",,,3363.6,H,465.5,",H",,,,,,,,,3.3,",H",8.9,",,,H",-2.2,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-04,0,H,0,",H",,,,,0,",H",0,",H",6,",H",0,",H",-2.2,",H,14,",,,,,,,30,",H,08,",,,3641.2,H,277.6,",H",,,,,,,,,9.1,",H",15.7,",,,H",2.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-05,18.1,H,18.1,",H",,,,,0,",H",0,",H",18,",H",2,",H",-3.3,",H,11,",,,,,,,33.3,",H,27,",,,3771.5,H,130.3,",H",,,,,,,,,14.7,",H",22,",,,H",7.5,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-06,62.5,H,44.4,",H",,,,,0,",H",0,",H",23,",H",0,",H",5,",H,09,",,,,,,,31.1,",H,25,+",,,3812.5,H,41,",H",,,,,,,,,18.4,",H",24.6,",,,H",12.2,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-07,198.9,H,136.4,",H",,,,,0,",H",0,",H",30,",H",5,",H",6.7,",H,01,",,,,,,,34.4,",H,07,+",,,9.7,H,9.7,",H",,,,,,,,,22.4,",H",29.2,",,,H",15.6,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-08,261.4,H,62.5,",H",,,,,0,",H",0,",H",29,",H",2,",H",6.7,",H,07,",,,,,,,32.2,",H,10,+",,,25.3,H,15.6,",H",,,,,,,,,19.9,",H",26.5,",,,H",13.2,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-09,295.8,H,34.4,",H",,,,,0,",H",0,",H",17,",H",3,",H",5,",H,21,",,,,,,,33.3,",H,03,",,,105.9,H,80.6,",H",,,,,,,,,16.8,",H",23.1,",,,H",10.5,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-10,297.8,H,2,",H",,,,,0,",H",0,",H",6,",H",0,",H",-2.8,",H,19,",,,,,,,24.4,",H,02,",,,389.6,H,283.7,",H",,,,,,,,,9.3,",H",14.7,",,,H",3.8,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-11,297.8,H,0,",H",,,,,0,",H",0,",H",0,",H",0,",H",-6.1,",H,30,+",,,,,,,17.2,",H,14,",,,818.4,H,428.8,",H",,,,,,,,,4,",H",8.5,",,,H",-0.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2010-12,297.8,H,0,",H",,,,,0,",H",15,",H",0,",H",0,",H",-16.1,",H,11,+",,,,,,,11.1,",H,13,",,,1488.5,H,670.1,",H",,,,,,,,,-3.3,",H",1.1,",,,H",-7.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-01,0,H,0,",H",,,,,9,",H",23,",H",0,",H",0,",H",-26.1,",H,25,",,,,,,,8.9,",H,01,",,,2300.2,H,811.7,",H",,,,,,,,,-7.9,",H",-1.6,",,,H",-14.1,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-02,0,H,0,",H",,,,,7,",H",16,",H",0,",H",0,",H",-23.3,",H,04,",,,,,,,15.6,",H,19,",,,3004.3,H,704.1,",H",,,,,,,,,-6.8,",H",0.1,",,,H",-13.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-03,0,H,0,",H",,,,,2,",H",1,",H",0,",H",0,",H",-20.6,",H,04,",,,,,,,18.9,",H,19,",,,3575.3,H,571,",H",,,,,,,,,-0.1,",H",5.2,",,,H",-5.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-04,0,H,0,",H",,,,,0,",H",0,",H",3,",H",0,",H",-5,",H,08,+",,,,,,,25.6,",H,28,",,,3918.1,H,342.8,",H",,,,,,,,,6.9,",H",12.3,",,,H",1.6,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-05,12.2,H,12.2,"1,H",,,,,0,"1,H",0,",H",9,",H",0,",H",0.6,"1,H,06,+",,,,,,,31.7,",H,28,",,,4075.6,H,157.5,",H",,,,,,,,,13.7,"1,H",19.1,",,,H",8.2,"1,,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-06,52,H,39.8,",H",,,,,0,",H",0,",H",21,",H",1,",H",3.9,",H,05,",,,,,,,32.2,",H,09,",,,4134.7,H,59.1,",H",,,,,,,,,17.7,",H",23.8,",,,H",11.5,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-07,141.6,H,89.6,",H",,,,,0,",H",0,",H",31,",H",5,",H",10.6,",H,10,",,,,,,,36.1,",H,23,",,,2.2,H,2.2,",H",,,,,,,,,21.1,",H",27.9,",,,H",14.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-08,197.7,H,56.1,",H",,,,,0,",H",0,",H",30,",H",0,",H",8.3,",H,23,",,,,,,,30.6,",H,02,",,,16.2,H,14,",H",,,,,,,,,19.7,",H",25.7,",,,H",13.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-09,223,H,25.3,",H",,,,,0,",H",0,",H",21,",H",0,",H",1.1,",H,17,",,,,,,,30,",H,05,",,,79.9,H,63.7,",H",,,,,,,,,17.1,",H",22.6,",,,H",11.6,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-10,223,H,0,",H",,,,,0,",H",0,",H",4,",H",0,",H",-5,",H,31,",,,,,,,26.7,",H,10,",,,353.5,H,273.6,",H",,,,,,,,,9.5,",H",14.6,",,,H",4.5,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-11,223,H,0,",H",,,,,0,",H",0,",H",0,",H",0,",H",-6.1,",H,22,",,,,,,,20,",H,10,",,,751.3,H,397.8,",H",,,,,,,,,5.1,",H",11.3,",,,H",-1.1,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2011-12,223,H,0,",H",,,,,0,",H",6,",H",0,",H",0,",H",-14.4,",H,19,",,,,,,,12.8,",H,07,",,,1334.1,H,582.8,",H",,,,,,,,,-0.5,",H",4.7,",,,H",-5.6,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-01,0,H,0,"1,H",,,,,5,"1,H",12,"1,H",0,"1,H",0,"1,H",-21.7,"1,H,23,+",,,,,,,9.4,"1,H,25,",,,2007.8,H,673.7,"1,H",,,,,,,,,-4.1,"1,H",0.5,"1,,,H",-8.8,"1,,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-02,0,H,0,",H",,,,,0,",H",5,",H",0,",H",0,",H",-15.6,",H,13,",,,,,,,9.4,",H,23,",,,2610.8,H,603,",H",,,,,,,,,-2.5,",H",3,",,,H",-7.9,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-03,,,,,,,,,0,",H",,,,,,,-12.2,",H,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-04,,,2.8,",H",,,,,0,",H",0,",H",5,",H",0,",H",-6.1,",H,06,",,,,,,,31.1,",H,17,",,,,,325.6,",H",,,,,,,,,7.6,",H",14.2,",,,H",0.9,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-05,,,3.6,",H",,,,,0,",H",0,",H",15,",H",0,",H",0,",H,12,",,,,,,,28.3,",H,21,",,,,,129.4,",H",,,,,,,,,14.3,",H",19.8,",,,H",8.8,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-06,,,32.5,",H",,,,,0,",H",0,",H",18,",H",3,",H",6.1,",H,17,",,,,,,,33.3,",H,21,",,,,,70.8,",H",,,,,,,,,17.1,",H",22.9,",,,H",11.2,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-07,,,93.5,",H",,,,,0,",H",0,",H",31,",H",3,",H",7.2,",H,10,",,,,,,,33.3,",H,18,",,,6.5,H,6.5,",H",,,,,,,,,21.1,",H",28.2,",,,H",14.1,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-08,,,83.2,",H",,,,,0,",H",0,",H",31,",H",0,",H",7.8,",H,30,",,,,,,,31.7,",H,06,+",,,13.4,H,6.9,",H",,,,,,,,,20.8,",H",27.6,",,,H",14,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-09,,,15.3,",H",,,,,0,",H",0,",H",16,",H",0,",H",1.7,",H,25,",,,,,,,28.3,",H,08,",,,130,H,116.6,",H",,,,,,,,,15,",H",21.2,",,,H",8.7,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-10,,,0,",H",,,,,0,",H",0,",H",3,",H",0,",H",-3.3,",H,13,",,,,,,,23.3,",H,07,+",,,375.9,H,245.9,",H",,,,,,,,,10.4,",H",15.4,",,,H",5.4,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-11,,,0,",H",,,,,0,",H",0,",H",0,",H",0,",H",-6.7,",H,30,+",,,,,,,18.9,",H,13,",,,845.2,H,469.3,",H",,,,,,,,,2.7,",H",7.5,",,,H",-2.2,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2012-12,,,0,"1,H",,,,,0,",H",8,"1,H",0,"1,H",0,"1,H",-11.1,",H,27,+",,,,,,,11.7,"1,H,05,",,,1426.8,H,581.6,"1,H",,,,,,,,,-1,"1,H",3,"1,,,H",-4.9,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2013-01,0,,0,",H",,,,,5,",H",15,",H",0,",H",0,",H",-22.2,",H,04,+",,,,,,,14.4,",H,31,",,,2168.8,,742,",H",,,,,,,,,-5.6,",H",-0.1,",,,H",-11.1,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2013-02,0,,0,",H",,,,,2,",H",13,",H",0,",H",0,",H",-19.4,",H,10,",,,,,,,13.3,",H,01,",,,2817.2,,648.4,",H",,,,,,,,,-4.8,",H",0.2,",,,H",-9.9,",,,H",,
USC00275780,"NEW DURHAM 3 NNW, NH US",43.4833,-71.1833,195.1,2013-03,0,,0,"1,H",,,,,0,"1,H",3,",H",0,",H",0,",H",-15.6,"1,H,18,",,,,,,,12.8,",H,10,",,,3363.1,,545.9,",H",,,,,,,,,0.1,"1,H",5.1,",,,H",-5,"1,,,H",,
