"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"mean.sV[1]",0.869963314202085,0.0635339641423188,0.739538834898179,0.82881659692818,0.871615906541883,0.913578918319087,0.985904485834166,1.50910963139761,7,0,1
"mean.sV[2]",0.887193432231666,0.0681414651204312,0.741626294039883,0.841223874201746,0.8968209454344,0.941839528297807,0.987297724251154,1.03757195832758,73,0,1
"mean.sF[1]",0.950991280616682,0.0469576770583358,0.820242495457663,0.935187971904445,0.963166319548385,0.983227743280564,0.998823472927135,1.19072429573766,17,0,1
"mean.sF[2]",0.867176153389336,0.066077364016988,0.717962118716093,0.82819323955795,0.874226123205094,0.915784850415653,0.97186939811268,1.06045194126963,40,0,1
"mean.fV[1]",0.353250354844961,0.0600285342736113,0.240392353597275,0.313111364915296,0.351979765546694,0.391801589642779,0.475994867691284,1.00007942207695,12000,0,1
"mean.fV[2]",0.303117176705229,0.0739180805268105,0.170249051528127,0.250990980175159,0.299861827883986,0.349552450430206,0.460970605043033,1.00000411847114,12000,0,1
"mean.fF[1]",0.666871263142608,0.0624047418406034,0.541334943189665,0.626834986611644,0.667596223583586,0.707562157877366,0.787965084368867,1.00015223666279,12000,0,1
"mean.fF[2]",0.621787903213062,0.0870145424488078,0.446595534941869,0.563028711621895,0.624233465150758,0.682370993343284,0.786028668731364,1.0001949506355,7541,0,1
"mean.fUV[1]",0.0886409948528561,0.105434923950917,0.00286878554738857,0.0254001664808835,0.0558701069874142,0.109421148822532,0.397891581325662,1.00546421473067,1471,0,1
"mean.fUV[2]",0.255255001601351,0.23621245572013,0.00341523245926588,0.0633497266284561,0.178865769899181,0.392854872816127,0.841207085960422,1.00053924343768,3946,0,1
"mean.fUF[1]",0.542066371238934,0.226371320033341,0.114737416093625,0.371713104365549,0.544018769537098,0.718577760042294,0.942273032563059,1.00014864593369,12000,0,1
"mean.fUF[2]",0.499125527361506,0.23677875119236,0.077600203389746,0.313623776640482,0.498358326320268,0.685882915682611,0.921740155134121,1.00001898496421,12000,0,1
"mean.dV[1]",0.294177812197779,0.0681665904038573,0.176239250686747,0.248183537120263,0.288387202803091,0.335160321290551,0.444326225001149,1.35452106130389,10,0,1
"mean.dV[2]",0.223044672136617,0.0655326968135699,0.107871808021006,0.17656730132395,0.218502161619346,0.264400805079201,0.365200565168148,1.01711104791091,136,0,1
"mean.dF[1]",0.152509011499235,0.0493136025145592,0.0704727605152117,0.117598823869403,0.14813002883559,0.181501050915995,0.263763685834578,1.0411872149192,56,0,1
"mean.dF[2]",0.0912238952603074,0.0497591924523746,0.0198761489950845,0.0541328070745324,0.0831498006094873,0.120346319940759,0.208120316401161,1.00031006162594,4749,0,1
"mean.dUV[1]",0.67809819961229,0.165313884619252,0.331385918370109,0.561685328966813,0.698408089601896,0.807644605323096,0.939385505984444,1.74723233294621,6,0,1
"mean.dUV[2]",0.71960652630103,0.141991715885034,0.40278614359454,0.630971498336951,0.735809404808873,0.82742360852724,0.939886810749353,1.03093833737134,86,0,1
"mean.dUF[1]",0.664460994361873,0.249136662105556,0.124777694258318,0.491704947532845,0.718391101467169,0.874690843643466,0.98859209245454,1.31421715532856,11,0,1
"mean.dUF[2]",0.347856237767151,0.281144816894148,0.00863374819879229,0.103397986217183,0.272576833923656,0.553840261998318,0.945187328500105,0.999910759251935,12000,0,1
"beta.sV[1]",2.25225320947453,3.17259555017384,-0.794553568117093,0.0723100990528288,0.651744101569746,4.33945418416987,9.51465271916823,3.543977031034,4,1,0.781666666666667
"beta.sV[2]",2.24111384236485,1.7629784624872,0.0304032115114844,1.13783873223356,1.80046120916032,2.80747736385404,7.46191184317634,1.13174049545359,32,0,0.977083333333333
