"","mean.sV","mean.sF","mean.fV","mean.fF","mean.fUV","mean.fUF","mean.dV","mean.dF","mean.dUV","mean.dUF","deviance"
"1",0.743536328199574,0.701404598831425,0.468018184301925,0.468720844488721,0.519347141589765,0.569712000776471,0.191580649200254,0.114617193814949,0.389486492959951,0.0633097919942268,3721.80673095105
"2",0.732049201508716,0.695485388144808,0.445977833140723,0.472945771413806,0.417743555095257,0.534542103997088,0.201018861682377,0.140173729404005,0.362484335066961,0.0233276286902576,3803.31555893203
"3",0.74645596406389,0.686858410758868,0.488279436495023,0.446932018669912,0.440439232798594,0.588334702391223,0.20357350775357,0.095981948286364,0.341116313057066,0.0178345034758358,3719.37517808916
"4",0.758458661177145,0.678191380635325,0.484805212206287,0.469770658994972,0.50694121129276,0.509023235564308,0.189420419512921,0.101119592304841,0.292291221043788,0.0589436206844035,3685.05716712667
"5",0.731747438705343,0.676697499638369,0.459744612065713,0.495062670840941,0.505165932706617,0.470908941135707,0.17755168067801,0.102156114794092,0.319176233474924,0.0301672448838339,3732.41386331306
"6",0.744244019854855,0.703935475775702,0.46874991806386,0.466792734726904,0.470709588844648,0.641694542196478,0.173213086469979,0.100958954432684,0.314888380222877,0.0238958639430804,3632.95401543238
"7",0.741865026121188,0.71614993855887,0.48152461033232,0.520107399382341,0.477699611309787,0.578296539663092,0.158073395277913,0.100254700836313,0.311134181446432,0.0130143095864502,3586.3456951208
"8",0.727740592574468,0.696279426108367,0.46878390057945,0.479749473440239,0.453394800995017,0.681094331581663,0.193064051497077,0.114995115192552,0.281919962601284,0.0162788480405986,3732.60545933954
"9",0.747610666162465,0.70864900754821,0.489829791561186,0.506086335360577,0.438632821026163,0.666836764208637,0.176495660782086,0.114954065018752,0.244788411693641,0.00605577474668225,3625.09684239764
"10",0.723592862605921,0.687598319570352,0.50557951743869,0.482942112981802,0.448871799080479,0.671680826080906,0.182947740063462,0.102903779982498,0.24220263352537,0.0573536325535179,3722.15865294459
"11",0.714253454883352,0.684098088083667,0.467553756956488,0.473629525566595,0.470451103315242,0.484210246912023,0.181168426904245,0.0993091557408531,0.23838460881309,0.122564924812718,3745.59333596059
"12",0.713335876954557,0.690996240680381,0.489308794119851,0.458530486865452,0.435048056073548,0.541380704507534,0.183603595449455,0.112427754302342,0.236710705478061,0.0249857026183147,3744.55104517615
"13",0.73804850686558,0.706798264461738,0.454861894128611,0.509640627237352,0.585358097777295,0.650605130233299,0.174045081389514,0.0994023151342761,0.215644103006836,0.0025834027027063,3618.02298416363
"14",0.735428141705665,0.685131527139575,0.496223124703069,0.49398482077361,0.630208751346858,0.680508137406054,0.151761637187508,0.130996110208952,0.220570951735517,0.0819880737044221,3697.90631166602
"15",0.716020671589882,0.694412383780634,0.486296920705638,0.4463201384144,0.542217996879129,0.633284615691925,0.169150162947393,0.132155715934192,0.218396614348996,0.158660172956617,3752.78688830694
"16",0.72554972643699,0.699399224912664,0.500705292093745,0.466831368615861,0.441937341705655,0.545590799352197,0.189059389584549,0.110717050901322,0.212614518467096,0.0144932757865359,3699.05886545846
"17",0.74752919745482,0.696831629704292,0.456079149660201,0.478366810269519,0.467652592704285,0.570339669305655,0.177669310599987,0.132409331077652,0.227429811114392,0.0756603435807688,3679.60888809949
"18",0.756958533703159,0.693069532978885,0.463700298491403,0.520505452069024,0.549279901230035,0.601960237061689,0.178081924184268,0.10691006057383,0.209365770877374,0.035736183953386,3625.10514143421
"19",0.747357497257213,0.693193033283731,0.460039915994954,0.458671977711322,0.477897677866181,0.518797968923317,0.170817740143144,0.122027455886051,0.205714412170137,0.0811842370573982,3656.11778721856
"20",0.716393233928375,0.69567957968749,0.472092625903866,0.479195054247889,0.432511340330127,0.623338184708376,0.161831489554364,0.118355720476911,0.183452329399689,0.053859796402376,3688.30653183694
"21",0.728048568988272,0.705234914112905,0.495109610665442,0.473654097302133,0.385086185215893,0.623072909887423,0.134118890153516,0.103370925900017,0.1718719169324,0.0325023735153042,3571.21177156072
"22",0.733172293358396,0.698392123039394,0.475685632978757,0.505670904310294,0.479806079249296,0.619553707529154,0.180146612995448,0.121891397402377,0.16986288874959,0.0676490732125891,3681.720339823
"23",0.717396498919845,0.708579123131415,0.455633200720979,0.482543321277121,0.445907358439812,0.625923119158907,0.147417423818496,0.0782487919607678,0.155012669162517,0.0915798959961446,3572.06073472447
"24",0.723127694297418,0.72566462599855,0.498125364497876,0.469339142293234,0.438611890800757,0.492315215468963,0.16029476016123,0.112217105737084,0.163430916501439,0.112711042993101,3603.80283257991
"25",0.728933544059835,0.726957264274656,0.479216017408889,0.448823054112446,0.386441450437352,0.578771863581505,0.141577822669493,0.125689596812344,0.182304686070868,0.0500009323081958,3576.2584331899
"26",0.726801284118899,0.713950387524037,0.460665022107656,0.50715267611019,0.406363608507395,0.586978114884126,0.151046388713513,0.0862002609752986,0.16619755044055,0.0982001590703852,3563.89960826404
"27",0.74600425047468,0.674414950833616,0.465244724961812,0.489739194445205,0.409834593159941,0.414035468623194,0.188976061273999,0.105785834981803,0.160618885988356,0.0317020426596984,3694.23316088069
"28",0.757111232110968,0.690939576226626,0.473068975215225,0.46881069768723,0.466100076901315,0.538823341403162,0.166058970669729,0.112255093399112,0.166599205239202,0.00315270992003599,3595.27858737827
"29",0.737284279287909,0.701104800719891,0.468491038667989,0.457301106020715,0.513238815709983,0.642692469987569,0.160965877952501,0.0982822889280415,0.162628050933545,0.0459789402388659,3593.82272734906
"30",0.723613238138774,0.721995166236759,0.44688239486103,0.463896068044805,0.51137486471975,0.550767172857973,0.169480559560853,0.13260052282012,0.180608842026841,0.0318363489776392,3650.67251939228
"31",0.71929287656563,0.70229537265083,0.46386265001134,0.481463357694509,0.531865268639117,0.393850139696428,0.163810407660507,0.0979979150952701,0.161933364194872,0.0843489805378585,3645.86273385305
"32",0.728666618692038,0.687917099621913,0.461184707703968,0.493610120659691,0.464665789964404,0.566431597457682,0.190305589839334,0.110338272543551,0.16721273566657,0.161390329140147,3722.77762015837
"33",0.721936859522524,0.682909913195015,0.441644640671663,0.478060435178271,0.46490697578294,0.601637902220132,0.168137941163672,0.10622840269108,0.166907143892678,0.00274009952471881,3686.19538598895
"34",0.713015980661507,0.695864932037621,0.473629637160917,0.519446481102364,0.461305763806123,0.594231534467594,0.168714801758637,0.142763972019744,0.166337788255185,0.0348264088294833,3742.45733830813
"35",0.734297982380908,0.698508549608965,0.458904682311606,0.476780699068161,0.471316258625615,0.549895471140024,0.160426845882357,0.128837813554393,0.185407044408735,0.0730113576679166,3658.53261754625
"36",0.713961561806727,0.706196502154944,0.467185843332582,0.487132897811056,0.486852187234409,0.587677976692948,0.157232995529656,0.111800135638706,0.18606523187054,0.13474086169142,3663.40670760996
"37",0.710837987165439,0.698589012202507,0.487477133481032,0.490384115781182,0.503751355710287,0.546045221852026,0.150394202747822,0.137511807097835,0.20734151540611,0.00380646222326167,3704.81184521316
"38",0.746701894142956,0.694113307195664,0.424787355585271,0.470861343383752,0.536366545893298,0.586863640518138,0.189268248497999,0.129550098874868,0.18651560865904,0.0620492037040529,3698.07892687868
"39",0.724532411609991,0.695344602418657,0.491121329850427,0.485484144561911,0.566519139844784,0.659489204215616,0.169204098379919,0.0851462549265952,0.181834466123904,0.0142171204073492,3632.25828782098
"40",0.738155422583045,0.698391645769309,0.449088552314693,0.484576102905849,0.44478243134336,0.512772341878384,0.157335283507935,0.0894015824034821,0.165463652245505,0.0662731648244229,3580.93999415948
"41",0.722338221598112,0.704107791253659,0.511824319679416,0.449458635177753,0.398897562488425,0.528939608939055,0.184998149060524,0.116789500596494,0.172221715413846,0.0537126783859068,3700.11260856104
"42",0.728197959768841,0.695179937656906,0.475282970901876,0.439427072466576,0.408388027103403,0.603816809148435,0.156881176706822,0.0988332975158138,0.177398069745134,0.0566852157138942,3628.44284183619
"43",0.745504285428288,0.674486337768465,0.464635173144354,0.489984065217325,0.342215777203729,0.654311123541783,0.165306044315758,0.0976939510658492,0.165982636524114,0.0220298506942037,3643.5080932585
"44",0.741601526680195,0.68752470377208,0.482394080903473,0.509706076528476,0.594495840432727,0.440339225224125,0.172012786307982,0.110586493835097,0.174334831207035,0.0314896844977247,3661.26084759127
