"","Stage_curd","Stage_curdsv","Stage_curfl","Stage_curfr","Stage_curlv","Stage_cursv"
"1984",0.525752019120864,0.241111284642184,0.818582670854186,0.901499157553138,0.801730121529283,0.4594792988524
"1985",0.223477881215004,0.0170833833302671,0.500769502402836,0.657056094313122,0.410983150189245,0.157320582505958
"1986",0.150241038789597,0.0219055920720441,0.399921962348916,0.599062288802621,0.345745422219441,0.160101387767997
"1987",0.217535166808026,0.0197043467537219,0.632312690854884,0.777081180518583,0.340334550676085,0.176182996649216
"1988",0.293925725265382,0.0710291948033362,0.696975108440872,0.833586654619223,0.527545308172933,0.286020728548373
"1989",0.281813188448814,0.014137387863389,0.586203776547111,0.70970665990828,0.439808233542779,0.155445739518757
"1990",0.382316946843541,0.0790397876068863,0.80813931796036,0.895091104698397,0.571551233908506,0.319215103664859
"1991",0.278628182260097,0.0293110865606123,0.565684995963671,0.71298348571501,0.5086256524127,0.199172737628527
"1992",0.279725992260643,0.0578221995890564,0.635954831354936,0.787994637879028,0.527324421764716,0.259126592240574
"1993",0.274268854048377,0.02915759780673,0.643031203178733,0.778651719805517,0.455314760287816,0.206043320221538
"1994",0.35437593062111,0.0723225466010811,0.798003705297259,0.890902994991898,0.536413834321321,0.307063480865261
"1995",0.288707990722259,0.133113719638949,0.763805272087574,0.888123004434097,0.529143814428611,0.360330519907383
"1996",0.230153348466828,0.0149443594992418,0.618708323310103,0.755402738681872,0.346743795944124,0.159078972369432
"1997",0.257937368591475,0.0278133792208976,0.71496929672947,0.835621878206273,0.380635751397896,0.209624088821885
"1998",0.315173002578594,0.0665709557767159,0.814465744663802,0.904907938761775,0.46022775530703,0.300155154176349
"1999",0.383623958412654,0.0560074294618352,0.775630428405878,0.8681062638155,0.570773726362225,0.280751213491697
"2000",0.244603579397923,0.0088646387571888,0.531502242533812,0.658150142281393,0.375881303042551,0.126299253767636
"2001",0.445297177409693,0.0944236995377345,0.815729531498505,0.895016343296339,0.655336375076438,0.342240144071605
"2002",0.234296262980041,0.0302242717554676,0.644969981336317,0.79184753589793,0.394136931094164,0.206811124829039
"2003",0.322464841786028,0.0435454651423219,0.672397419197311,0.799129036556391,0.541569858462764,0.241988747686691
"2004",0.352457581780668,0.0765848873004464,0.72254739661862,0.841756912121206,0.597323116088531,0.299961549408227
"2005",0.394748114826955,0.040672628089694,0.70308152993726,0.806277157383475,0.60983351979423,0.243526371436461
"2006",0.392039253537116,0.0695917908458796,0.776796766571436,0.871201306134324,0.599071430233193,0.301513097190751
"2007",0.295973327599359,0.0232381096705943,0.667520712595298,0.787261214133613,0.453033828820862,0.193779706612206
"2008",0.25929677347157,0.0302556754801023,0.637194951116453,0.778950380780273,0.438882811999364,0.207365889987096
"2009",0.221020889372165,0.0176047216201862,0.539795667034702,0.695004395431304,0.387818901856395,0.16192139921456
"2010",0.362539797226265,0.0977640171050946,0.723782703654321,0.845573355895175,0.630284336666652,0.324890086442604
"2011",0.359565129083806,0.115972094920904,0.743318146393735,0.862389894760315,0.628117626289408,0.345847660920667
"2012",0.415761806041178,0.11795548463219,0.820096810841002,0.90413624604383,0.636738824220821,0.365588494945896
"2013",0.416809488161038,0.145601640169373,0.79280511385083,0.889982756342188,0.67856733036821,0.383757027654794
"2014",0.381227973780514,0.0812513270079296,0.788968529487993,0.883242608015707,0.58919792777594,0.318225492401557
