"stage","lag_mos","start.mos","mod1","mod1.pval","mod1.rsq","mod1.dev.expl","mod1.aic","mod2","mod2.pval","mod2.rsq","mod2.dev.expl","mod1.aic"
"Stage_curd","36","5","tmax","0.00954005923190223","0.261472588345102","0.322040724865467","56.0999695131268","year+tmax","0.0360118870607859","0.232295946659218","0.318494854479108","58.0778471033809"
"Stage_curd","36","5","tmin","0.30506448146392","1.71541225668648e-10","3.15450455637934e-10","63.2279571938616","year+tmin","0.852741243513608","0.0455226240706327","0.0773385367758503","62.7326776005275"
"Stage_curd","24","5","tmax","0.391264166967167","1.89783744275474e-11","5.01203258052837e-11","63.2279571953209","year+tmax","0.603751581446148","0.0455226241745449","0.0773385368416466","62.7326775961385"
"Stage_curd","24","5","tmin","0.692657788020784","-1.15674136935695e-11","9.3478356692373e-12","63.2279571959712","year+tmin","0.356427483461388","0.0455226242842545","0.0773385368889894","62.7326775908573"
"Stage_curd","24","5","prcp","0.500600669262137","2.22763918422686e-10","1.41086737901811e-08","63.2279575907918","year+prcp","0.808872730069124","0.0455225830486672","0.0773385526857266","62.7326805588513"
"Stage_curd","36","5","prcp","0.884611916023097","-2.90444441830573e-08","1.00741384138272e-08","63.2279592298227","year+prcp","0.380754072481665","0.0455226886553788","0.0773386928398583","62.7326782428831"
"Stage_curd","36","5","snow","0.480236034198403","1.13911411414591e-08","1.28829364735376e-07","63.227960247589","year+snow","0.262897693797447","0.0484954755859327","0.0821101639540253","62.6916182967186"
"Stage_curd","24","5","snow","0.676259831934846","-3.17416442019436e-08","4.47616466723395e-08","63.2279603975923","year+snow","0.701176426340624","0.045522564503047","0.0773386029774866","62.7326831574948"
"Stage_curdsv","36","5","tmax","0.167996901339837","0.0289747370685884","0.0424553051246184","173.546508707166","year+tmax","0.265048937972458","0.0153204368644123","0.04984598005057","174.577105393621"
"Stage_curdsv","36","5","tmin","0.177986013661437","0.0275768585496557","0.0411046089212532","173.591919776775","year+tmin","0.410455435005784","0.0126750667486542","0.045585897977516","174.612022250552"
