"stage","lag_mos","start.mos","mod1","mod1.pval","mod1.rsq","mod1.dev.expl","mod1.aic","mod2","mod2.pval","mod2.rsq","mod2.dev.expl","mod1.aic"
"Stage_curdsv","24","5","tmin","0.269720691256747","0.00213396069198968","0.0035895863810731","174.034455789227","year+tmin","0.684264765014394","0.0126750666731991","0.0455858978257938","174.612022250692"
"Stage_curdsv","24","5","tmax","0.518340568074985","1.10578213252666e-13","8.7364704340287e-12","174.058408851246","year+tmax","0.715244185415686","0.0126750666735814","0.0455858978261418","174.61202225068"
"Stage_curdsv","24","5","prcp","0.350282003925956","9.41503464080284e-09","2.07338254066617e-08","174.058408887378","year+prcp","0.724985080755046","0.0126750550200269","0.0455859056468759","174.612023156509"
"Stage_curdsv","36","5","prcp","0.652081885348821","-6.12032691194031e-09","9.71623779758698e-09","174.05840949999","year+prcp","0.811760514296893","0.0126750481719194","0.0455859060699497","174.612023570766"
"Stage_curdsv","24","5","snow","0.631666035334354","-9.0381497841463e-09","2.03465297555684e-08","174.058409983338","year+snow","0.889914692550658","0.0126749840852954","0.0455859271825431","174.612027932776"
"Stage_curdsv","36","5","snow","0.710031025816535","-4.39710443611574e-08","2.89762208757138e-08","174.058412329572","year+snow","0.878853708774831","0.0126748755207632","0.0455859377279401","174.612034608678"
"Stage_curfl","36","5","tmax","0.166370620576987","0.0296180027962758","0.0433149601393948","62.0756190989405","year+tmax","0.263741400446606","0.0160916005106897","0.0507665325636226","63.1008373820365"
"Stage_curfl","36","5","tmin","0.177629425172261","0.0276872859989254","0.0412493438765017","62.1324741251644","year+tmin","0.411855982971477","0.0131608247025861","0.0460554641998492","63.1397886444447"
"Stage_curfl","24","5","tmin","0.271083967769383","0.00184241163674426","0.0031052365432413","62.5809280557304","year+tmin","0.691296757746244","0.0131608245047607","0.0460554637891751","63.1397886444481"
"Stage_curfl","24","5","tmax","0.515774088467465","4.94826402075432e-13","2.24923665851089e-11","62.6014308073148","year+tmax","0.712812730740503","0.01316082449434","0.046055463793477","63.1397886451823"
"Stage_curfl","24","5","prcp","0.350134663531895","2.56338809068168e-08","5.64123843573172e-08","62.6014309046186","year+prcp","0.727400681499561","0.0131607926086635","0.0460554848120812","63.139791114116"
"Stage_curfl","36","5","prcp","0.654024454227893","-1.68827176683095e-08","2.62860410985878e-08","62.6014325819505","year+prcp","0.809260526601958","0.0131608008866184","0.0460554744460846","63.1397903341973"
"Stage_curfl","24","5","snow","0.631982614396101","-2.46889215738122e-08","5.53654696583402e-08","62.601433893626","year+snow","0.891204610425581","0.0131607306599822","0.0460554969307767","63.1397950980586"
"Stage_curfl","36","5","snow","0.714489574497442","-4.44438117419566e-08","2.82561904139915e-08","62.6014342927503","year+snow","0.879546042536923","0.0131606328568306","0.0460555036193841","63.1398010356021"
"Stage_curfr","24","5","tmin","0.22582063474705","0.0116464506588796","0.0183918818333584","57.2986300715151","year+tmin","0.278988838972971","-0.0226340871435471","0.0114680134556307","59.107867860477"
"Stage_curfr","36","5","tmin","0.273286577473443","0.00147099345687274","0.0024871342754828","57.448452674114","year+tmin","0.362433207462798","-0.0226553281668154","0.011433182855749","59.1081212464573"
"Stage_curfr","36","5","tmax","0.36741691478019","7.03378466582194e-11","1.66367132680922e-10","57.4645916115804","year+tmax","0.420230235703598","-0.0226553280539334","0.0114331832748223","59.108121251501"
"Stage_curfr","24","5","tmax","0.849579026783629","-2.27540208896926e-11","9.10910877083782e-12","57.4645916126054","year+tmax","0.994161468598797","-0.0226553283632684","0.0114331827411643","59.1081212544695"
"Stage_curfr","36","5","prcp","0.542174547469891","-5.35485877861674e-10","7.35550407361617e-09","57.4645918564148","year+prcp","0.685691735607712","-0.0226553592779704","0.0114332152023567","59.1081238943886"
"Stage_curfr","24","5","prcp","0.418833008929466","1.11071735142687e-08","3.85629110946137e-08","57.46459206287","year+prcp","0.573958422326732","-0.0226553407708854","0.01143322532245","59.1081231211602"
"Stage_curfr","36","5","snow","0.396855112929801","6.0819927094613e-08","1.76493454569386e-07","57.4645930800905","year+snow","0.475454910989881","-0.0226552989955155","0.0114334460262036","59.1081267797848"
"Stage_curfr","24","5","snow","0.616959183806331","-1.46863310401812e-08","4.00165768298956e-08","57.4645936526366","year+snow","0.730850091426102","-0.0226553900073518","0.0114332372869289","59.1081262403879"
"Stage_curlv","36","5","tmin","0.180052134905882","0.0269270000824116","0.0402466697394277","69.1487682358563","year+tmin","0.403768542680045","0.0102294965230169","0.0432218469671787","70.2312256793235"
"Stage_curlv","36","5","tmax","0.176408323658963","0.0258214141570074","0.0382189679450676","69.1564683268396","year+tmax","0.271818710365815","0.0114675135267607","0.0452352002151108","70.2154880772626"
"Stage_curlv","24","5","tmin","0.263245738425395","0.0035430814427545","0.00590538165185496","69.5595537502936","year+tmin","0.649569920521343","0.0102294963123309","0.0432218465472815","70.2312256798202"
"Stage_curlv","24","5","tmax","0.531638092842409","-1.14042109089496e-12","3.05087948534115e-11","69.6009212722474","year+tmax","0.727913660025645","0.0102294962968178","0.0432218465304061","70.2312256802531"
"Stage_curlv","24","5","prcp","0.351285510915844","2.53074962097699e-08","5.59942251772822e-08","69.600921376677","year+prcp","0.713038792409802","0.0102294656956965","0.0432218690197159","70.2312281081034"
"Stage_curlv","36","5","prcp","0.642537565610773","-1.54578474464984e-08","2.70898685443862e-08","69.6009229843713","year+prcp","0.823360407812694","0.0102294720639121","0.0432218566720248","70.2312273864813"
"Stage_curlv","24","5","snow","0.630120137476984","-2.39604780460922e-08","5.49712150367196e-08","69.600924303088","year+snow","0.88318129500912","0.0102294043239293","0.0432218802924794","70.2312320225682"
"Stage_curlv","36","5","snow","0.687488825526754","-4.14799230519236e-08","3.29815933311321e-08","69.6009247165557","year+snow","0.869392464212242","0.0102293083826351","0.0432218877966463","70.2312378564381"
"Stage_cursv","36","5","tmin","0.185368165980946","0.0252291056537797","0.0379717821292435","68.6363829277312","year+tmin","0.39242201036596","0.00549455030307333","0.0386447322205766","69.8303414770562"
"Stage_cursv","36","5","tmax","0.19390430568929","0.0200342652889205","0.0303114514817457","68.7271371463764","year+tmax","0.286006107159456","0.00549455053263681","0.0386447324557952","69.8303414702741"
"Stage_cursv","24","5","tmin","0.252397164073375","0.00593811560010626","0.00974633974158659","68.9783301407611","year+tmin","0.585637145197372","0.00549455012266997","0.0386447319102474","69.8303414788617"
"Stage_cursv","24","5","tmax","0.559351590555555","-2.09654515970215e-12","1.38882579608493e-11","69.0520902990824","year+tmax","0.755398000465291","0.00549455009820898","0.0386447318567338","69.8303414787853"
"Stage_cursv","24","5","prcp","0.354462765374968","2.44145346162128e-08","5.48410548392299e-08","69.0520904240723","year+prcp","0.690825687510052","0.00549452166658615","0.0386447568202464","69.8303438380391"
"Stage_cursv","36","5","prcp","0.625083217019639","-1.34219164671379e-08","2.86684550052041e-08","69.052091935254","year+prcp","0.836937739954799","0.00549452523866689","0.0386447415519032","69.830343200897"
"Stage_cursv","24","5","snow","0.627338834483314","-2.2775591412838e-08","5.40981460480896e-08","69.0520932339354","year+snow","0.867472426077572","0.00549446182088154","0.0386447668630941","69.8303476103235"
"Stage_cursv","36","5","snow","0.643820326470875","-3.59349587863989e-08","4.28295972797282e-08","69.0520936967095","year+snow","0.829312919793341","0.00549437097223437","0.0386447813869163","69.8303533165619"
