"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"mean.sV[1]",0.92138261836024,0.072459414782991,0.740894229493887,0.889191395523693,0.942066511474879,0.979320444113641,0.99824470669378,1.10275917346697,29,0,1
"mean.sV[2]",0.925254417837796,0.105895738248816,0.647926522590644,0.909613077669788,0.963867650228713,0.988745741368057,0.999396017617239,1.32627962213942,14,0,1
"mean.sF[1]",0.966655697149141,0.0418260167300469,0.844156238989428,0.953351137660596,0.982435365333877,0.995404088231089,0.999829816984434,1.72877281831299,6,0,1
"mean.sF[2]",0.931158702951604,0.0625763098109871,0.77370059026124,0.898455296259378,0.948981950278823,0.980767344917957,0.999262084833268,1.05482751468388,46,0,1
"mean.sUV[1]",0.742499194564154,0.223296663627981,0.227250391526629,0.619257636259572,0.823977168750834,0.915583530484203,0.991576575612461,3.02251455915156,4,0,1
"mean.sUV[2]",0.896686577278798,0.114243967388028,0.63442176361387,0.816386183482492,0.952928683243304,0.988693443055564,0.999514126841721,2.15212513758913,5,0,1
"mean.sUF[1]",0.956182898761858,0.0699776652884563,0.753080470892641,0.950504052436895,0.98721305578081,0.996588425223443,0.99986715981647,1.33938719382671,11,0,1
"mean.sUF[2]",0.545333062253021,0.232678379368781,0.104330709109737,0.369937542388019,0.560197599648127,0.730877394508372,0.936867971997121,1.03714776987037,76,0,1
"mean.fV[1]",0.354265280563284,0.0597981682320265,0.239651203130319,0.315941258357513,0.351270363116235,0.391936393574684,0.478608017881575,1.00206146964457,1146,0,1
"mean.fV[2]",0.303201400275677,0.0740366359465277,0.173169828784837,0.253443462011331,0.29670054401944,0.349544773211,0.459776967547408,1.00140328841813,2400,0,1
"mean.fF[1]",0.663137298514812,0.0609852186538462,0.541065336773593,0.624050144930819,0.663661538055897,0.704354352360246,0.779831618858064,0.999838694406228,2400,0,1
"mean.fF[2]",0.620224743316346,0.0890469547509016,0.440435494742427,0.560745150022886,0.624523341535942,0.682712029619179,0.785925270819175,1.00096733221385,1353,0,1
"mean.fUV[1]",0.0876151580673667,0.0978147622862398,0.00352792356773244,0.0273496071689644,0.0586291893836469,0.110776403897172,0.359795856804886,1.00224531534871,1815,0,1
"mean.fUV[2]",0.254355899599509,0.237517839427282,0.00454607817041332,0.0609524528497688,0.177470196724383,0.382776692584844,0.834989009844399,1.00339628055143,613,0,1
"mean.fUF[1]",0.544337361647795,0.226239387261904,0.11660250157472,0.376668595941804,0.549240165349411,0.715767100037003,0.951779426946309,1.00252142142919,912,0,1
"mean.fUF[2]",0.523756661845779,0.238383831364256,0.0845458986099484,0.344083310757781,0.525330635102765,0.714178299622159,0.932956494655687,1.0053314783354,341,0,1
"mean.dV[1]",0.333236075339458,0.0750817473330148,0.189741398326621,0.283282155003799,0.331490878077975,0.381974157755291,0.489004467511934,1.04916665351555,49,0,1
"mean.dV[2]",0.279742669274198,0.0761725475104695,0.136628294318463,0.227257070270835,0.280249890249759,0.331414478964033,0.426476193370031,1.17588700855442,16,0,1
"mean.dF[1]",0.173545141893812,0.0607890405388962,0.0721199620937872,0.129782807336106,0.170719866924704,0.211280255917755,0.299530608763107,1.51505522882026,7,0,1
"mean.dF[2]",0.148215107372016,0.0680882781812212,0.0350317963780074,0.0967189497605449,0.141991480693483,0.193121976872757,0.297557509821335,1.02540546292706,86,0,1
"mean.dUV[1]",0.724402451049698,0.172036510388671,0.328717259273147,0.614425941975343,0.762508688167579,0.866135657654003,0.944310819024674,1.7822314510147,6,0,1
"mean.dUV[2]",0.829873269357635,0.137021113534964,0.501294714983338,0.737763616017551,0.881842069828175,0.940599268914324,0.97867755761646,1.68933798614924,6,0,1
"mean.dUF[1]",0.69904139906884,0.245434897201778,0.118412832854221,0.547268165681377,0.762703698051962,0.903458131150711,0.9922826967793,1.54278384878418,8,0,1
"mean.dUF[2]",0.364159294163931,0.284247761955549,0.0125329355625826,0.112883382265931,0.292287890555937,0.585131390408507,0.946656605024353,1.05058422709382,45,0,1
"beta.sV[1]",3.47640956031422,3.80940129257722,-3.8536980728201,0.511289186273154,3.51688378256572,6.69584772079072,9.6466688553977,1.0199536110101,104,1,0.793333333333333
