"","B.emerg.stage","SE.emerg.stage","ranefSD.emerg"
"StageD",-2.86787448208205,0.186393516504579,1.00235833347309
"StageDSV",-1.18035032411431,0.158358454598307,0.765345589616006
"StageFlow",1.50033406643242,0.0988348069869559,0.45658269732584
"StageFruit",1.72509322051154,0.126108366291476,0.491114944632917
"StageVegLg",1.49714995102917,0.243331714952971,0.719001430648096
"StageVegSm",0.756277163993635,0.0926579237409293,0.47428815821425
