Group,Block,Plant,UniqueID,Year,YearFound,NoVegStems,NoArrStems,NoFlStems,NoFrStems,TotNoStems,Height,LeafWhol,Stage,Stage2,Stage3,Emerg
Q,21,200,Q-21-200,1992,1992,1,0,0,0,1,119,125,Veg,VegSm,VegSm,1
Q,21,200,Q-21-200,1993,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,200,Q-21-200,1994,1992,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,200,Q-21-200,1995,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,200,Q-21-200,1996,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,200,Q-21-200,1997,1992,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,200,Q-21-200,1999,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,200,Q-21-200,2001,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,200,Q-21-200,2003,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,200,Q-21-200,2009,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,201,Q-21-201,1992,1992,1,0,0,0,1,65,59,Veg,VegSm,VegSm,1
Q,21,201,Q-21-201,1993,1992,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,201,Q-21-201,1994,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,201,Q-21-201,1995,1992,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,201,Q-21-201,1996,1992,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,201,Q-21-201,1997,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,201,Q-21-201,1999,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,201,Q-21-201,2001,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,201,Q-21-201,2003,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,201,Q-21-201,2009,1992,0,0,0,0,0,0,0,D,D,D,0
Q,21,242,Q-21-242,1994,1994,1,0,0,0,1,94,72,Veg,VegSm,VegSm,1
Q,21,242,Q-21-242,1995,1994,0,0,0,0,0,0,0,D,D,D,0
Q,21,242,Q-21-242,1996,1994,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,242,Q-21-242,1997,1994,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,242,Q-21-242,1999,1994,0,0,0,0,0,0,0,D,D,D,0
Q,21,242,Q-21-242,2001,1994,0,0,0,0,0,0,0,D,D,D,0
Q,21,242,Q-21-242,2003,1994,0,0,0,0,0,0,0,D,D,D,0
Q,21,242,Q-21-242,2009,1994,0,0,0,0,0,0,0,D,D,D,0
Q,21,274,Q-21-274,1995,1995,1,0,0,0,1,215,165,Veg,VegSm,VegSm,1
Q,21,274,Q-21-274,1996,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,274,Q-21-274,1997,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,274,Q-21-274,1999,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,274,Q-21-274,2001,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,274,Q-21-274,2003,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,274,Q-21-274,2009,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,277,Q-21-277,1995,1995,1,0,0,0,1,124,106,Veg,VegSm,VegSm,1
Q,21,277,Q-21-277,1996,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,277,Q-21-277,1997,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,277,Q-21-277,1999,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,277,Q-21-277,2001,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,277,Q-21-277,2003,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,277,Q-21-277,2009,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,278,Q-21-278,1995,1996,1,0,0,0,1,72,60,Veg,VegSm,VegSm,1
Q,21,278,Q-21-278,1996,1996,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,278,Q-21-278,1997,1996,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,278,Q-21-278,1999,1996,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,21,278,Q-21-278,2001,1996,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,21,278,Q-21-278,2003,1996,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,21,278,Q-21-278,2009,1996,0,0,0,0,0,0,0,D,D,D,0
Q,21,279,Q-21-279,1995,1995,1,0,0,0,1,75,62,Veg,VegSm,VegSm,1
Q,21,279,Q-21-279,1996,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,279,Q-21-279,1997,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,279,Q-21-279,1999,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,279,Q-21-279,2001,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,279,Q-21-279,2003,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,279,Q-21-279,2009,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,280,Q-21-280,1995,1995,1,0,0,0,1,100,68,Veg,VegSm,VegSm,1
Q,21,280,Q-21-280,1996,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,280,Q-21-280,1997,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,280,Q-21-280,1999,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,280,Q-21-280,2001,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,280,Q-21-280,2003,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,280,Q-21-280,2009,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,281,Q-21-281,1995,1995,1,0,0,0,1,114,110,Veg,VegSm,VegSm,1
Q,21,281,Q-21-281,1996,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,281,Q-21-281,1997,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,281,Q-21-281,1999,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,281,Q-21-281,2001,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,281,Q-21-281,2003,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,281,Q-21-281,2009,1995,0,0,0,0,0,0,0,D,D,D,0
Q,21,285,Q-21-285,1996,1996,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,285,Q-21-285,1997,1996,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,285,Q-21-285,1999,1996,0,0,0,0,0,0,0,D,D,D,0
Q,21,285,Q-21-285,2001,1996,0,0,0,0,0,0,0,D,D,D,0
Q,21,285,Q-21-285,2003,1996,0,0,0,0,0,0,0,D,D,D,0
Q,21,285,Q-21-285,2009,1996,0,0,0,0,0,0,0,D,D,D,0
Q,21,304,Q-21-304,1997,1997,0,1,0,0,1,65,32,Arr,ArrSm,ArFlSm,1
Q,21,304,Q-21-304,1999,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,304,Q-21-304,2001,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,304,Q-21-304,2003,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,304,Q-21-304,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,305,Q-21-305,1997,1997,0,1,0,0,1,119,65,Arr,ArrSm,ArFlSm,1
Q,21,305,Q-21-305,1999,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,305,Q-21-305,2001,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,305,Q-21-305,2003,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,305,Q-21-305,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,311,Q-21-311,1997,1997,1,0,0,0,1,153,142,Veg,VegSm,VegSm,1
Q,21,311,Q-21-311,1999,1997,0,0,1,0,1,0,0,Flower,FlowSm,ArFlSm,1
Q,21,311,Q-21-311,2001,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,311,Q-21-311,2003,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,311,Q-21-311,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,312,Q-21-312,1997,1997,1,0,0,0,1,84,74,Veg,VegSm,VegSm,1
Q,21,312,Q-21-312,1999,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,312,Q-21-312,2001,1997,0,0,1,0,1,0,0,Flower,FlowSm,ArFlSm,1
Q,21,312,Q-21-312,2003,1997,0,0,1,0,1,0,0,Flower,FlowSm,ArFlSm,1
Q,21,312,Q-21-312,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,313,Q-21-313,1997,1997,1,0,0,0,1,72,70,Veg,VegSm,VegSm,1
Q,21,313,Q-21-313,1999,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,313,Q-21-313,2001,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,313,Q-21-313,2003,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,313,Q-21-313,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,314,Q-21-314,1997,1997,1,0,0,0,1,80,78,Veg,VegSm,VegSm,1
Q,21,314,Q-21-314,1999,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,314,Q-21-314,2001,1997,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,21,314,Q-21-314,2003,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,314,Q-21-314,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,324,Q-21-324,1997,1997,1,0,0,0,1,110,108,Veg,VegSm,VegSm,1
Q,21,324,Q-21-324,1999,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,324,Q-21-324,2001,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,324,Q-21-324,2003,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,324,Q-21-324,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,21,376,Q-21-376,1998,1998,1,0,0,0,1,44,52,Veg,VegSm,VegSm,1
Q,21,376,Q-21-376,1999,1998,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,376,Q-21-376,2001,1998,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,376,Q-21-376,2003,1998,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,376,Q-21-376,2009,1998,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,377,Q-21-377,1999,1999,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,377,Q-21-377,2001,1999,0,0,0,0,0,0,0,D,D,D,0
Q,21,377,Q-21-377,2003,1999,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,377,Q-21-377,2009,1999,0,0,0,0,0,0,0,D,D,D,0
Q,21,378,Q-21-378,2003,2003,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,378,Q-21-378,2009,2003,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,379,Q-21-379,2009,2009,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,21,380,Q-21-380,2009,2009,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,23,Q-22-023,1985,1985,1,0,0,0,1,135,110,Veg,VegSm,VegSm,1
Q,22,23,Q-22-023,1986,1985,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,23,Q-22-023,1987,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,1988,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,1989,1985,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,23,Q-22-023,1990,1985,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,23,Q-22-023,1991,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,1992,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,1993,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,1994,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,1995,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,1996,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,1997,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,1999,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,2001,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,2003,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,23,Q-22-023,2009,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1985,1985,0,0,0,1,1,245,160,Fruit,FruitSm,FruitSm,1
Q,22,29,Q-22-029,1986,1985,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,29,Q-22-029,1987,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1988,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1989,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1990,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1991,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1992,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1993,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1994,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1995,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1996,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1997,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,1999,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,2001,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,2003,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,29,Q-22-029,2009,1985,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,1986,1986,1,0,0,0,1,145,125,Veg,VegSm,VegSm,1
Q,22,59,Q-22-059,1987,1986,2,0,1,0,3,0,0,Flower,FlowSm,ArFlSm,1
Q,22,59,Q-22-059,1988,1986,1,0,2,0,3,0,0,Flower,FlowLg,ArFlLg,1
Q,22,59,Q-22-059,1989,1986,3,0,0,0,3,0,0,Veg,VegLg,VegLg,1
Q,22,59,Q-22-059,1990,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,1991,1986,0,0,1,0,1,0,0,Flower,FlowSm,ArFlSm,1
Q,22,59,Q-22-059,1992,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,1993,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,1994,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,1995,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,1996,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,1997,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,1999,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,2001,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,59,Q-22-059,2003,1986,0,0,0,0,0,0,0,D,D,D,0
Q,22,134,Q-22-134,1991,1991,3,0,0,0,3,120.5,44,Veg,VegLg,VegLg,1
Q,22,134,Q-22-134,1992,1991,3,0,0,0,3,0,0,Veg,VegLg,VegLg,1
Q,22,134,Q-22-134,1993,1991,0,0,0,0,0,0,0,D,D,D,0
Q,22,134,Q-22-134,1994,1991,0,0,0,0,0,0,0,D,D,D,0
Q,22,134,Q-22-134,1995,1991,0,0,0,0,0,0,0,D,D,D,0
Q,22,134,Q-22-134,1996,1991,0,0,0,0,0,0,0,D,D,D,0
Q,22,134,Q-22-134,1997,1991,0,0,0,0,0,0,0,D,D,D,0
Q,22,134,Q-22-134,1999,1991,0,0,0,0,0,0,0,D,D,D,0
Q,22,134,Q-22-134,2001,1991,0,0,0,0,0,0,0,D,D,D,0
Q,22,134,Q-22-134,2003,1991,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,1987,1987,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,208,Q-22-208,1988,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,1989,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,1990,1987,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,208,Q-22-208,1991,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,1992,1987,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,208,Q-22-208,1993,1987,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,208,Q-22-208,1994,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,1995,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,1996,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,1997,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,1999,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,2001,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,208,Q-22-208,2003,1987,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,1990,1990,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,209,Q-22-209,1991,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,1992,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,1993,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,1994,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,1995,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,1996,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,1997,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,1999,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,2001,1990,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,209,Q-22-209,2003,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,209,Q-22-209,2009,1990,0,0,0,0,0,0,0,D,D,D,0
Q,22,261,Q-22-261,1995,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,261,Q-22-261,1996,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,261,Q-22-261,1997,1995,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,22,261,Q-22-261,1999,1995,3,0,0,0,3,0,0,Veg,VegLg,VegLg,1
Q,22,261,Q-22-261,2001,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,261,Q-22-261,2003,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,261,Q-22-261,2009,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,262,Q-22-262,1995,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,262,Q-22-262,1996,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,262,Q-22-262,1997,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,262,Q-22-262,1999,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,262,Q-22-262,2001,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,262,Q-22-262,2003,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,262,Q-22-262,2009,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,275,Q-22-275,1995,1995,1,0,0,0,1,138,112,Veg,VegSm,VegSm,1
Q,22,275,Q-22-275,1996,1995,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,22,275,Q-22-275,1997,1995,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,22,275,Q-22-275,1999,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,275,Q-22-275,2001,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,275,Q-22-275,2003,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,275,Q-22-275,2009,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,276,Q-22-276,1995,1995,1,0,0,0,1,122,85,Veg,VegSm,VegSm,1
Q,22,276,Q-22-276,1996,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,276,Q-22-276,1997,1995,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,276,Q-22-276,1999,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,276,Q-22-276,2001,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,276,Q-22-276,2003,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,276,Q-22-276,2009,1995,0,0,0,0,0,0,0,D,D,D,0
Q,22,306,Q-22-306,1997,1997,1,0,0,0,1,95,57,Veg,VegSm,VegSm,1
Q,22,306,Q-22-306,1999,1997,0,0,1,0,1,0,0,Flower,FlowSm,ArFlSm,1
Q,22,306,Q-22-306,2001,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,306,Q-22-306,2003,1997,0,0,0,0,1,0,0,D,D,D,1
Q,22,306,Q-22-306,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,318,Q-22-318,1997,1997,1,0,0,0,1,115,84,Veg,VegSm,VegSm,1
Q,22,318,Q-22-318,1999,1997,0,0,0,1,1,0,0,Fruit,FruitSm,FruitSm,1
Q,22,318,Q-22-318,2001,1997,0,0,1,0,1,0,0,Flower,FlowSm,ArFlSm,1
Q,22,318,Q-22-318,2003,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,318,Q-22-318,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,319,Q-22-319,1997,1997,1,0,0,0,1,68,60,Veg,VegSm,VegSm,1
Q,22,319,Q-22-319,1999,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,319,Q-22-319,2001,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,319,Q-22-319,2003,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,319,Q-22-319,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,320,Q-22-320,1997,1997,1,0,0,0,1,138,108,Veg,VegSm,VegSm,1
Q,22,320,Q-22-320,1999,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,320,Q-22-320,2001,1997,0,0,1,0,1,0,0,Flower,FlowSm,ArFlSm,1
Q,22,320,Q-22-320,2003,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,320,Q-22-320,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,321,Q-22-321,1997,1997,1,0,0,0,1,86,70,Veg,VegSm,VegSm,1
Q,22,321,Q-22-321,1999,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,321,Q-22-321,2001,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,321,Q-22-321,2003,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,321,Q-22-321,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,322,Q-22-322,1997,1997,1,0,0,0,1,120,94,Veg,VegSm,VegSm,1
Q,22,322,Q-22-322,1999,1997,0,0,0,1,1,0,0,Fruit,FruitSm,FruitSm,1
Q,22,322,Q-22-322,2000,1997,0,0,0,1,1,0,0,Fruit,FruitSm,FruitSm,1
Q,22,322,Q-22-322,2001,1997,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,22,322,Q-22-322,2003,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,322,Q-22-322,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,323,Q-22-323,1997,1997,1,0,0,0,1,135,130,Veg,VegSm,VegSm,1
Q,22,323,Q-22-323,1999,1997,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,323,Q-22-323,2001,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,323,Q-22-323,2003,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,323,Q-22-323,2009,1997,0,0,0,0,0,0,0,D,D,D,0
Q,22,375,Q-22-375,1998,1998,1,0,0,0,1,123,100,Veg,VegSm,VegSm,1
Q,22,375,Q-22-375,1999,1998,0,0,0,0,0,0,0,D,D,D,0
Q,22,375,Q-22-375,2001,1998,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,375,Q-22-375,2003,1998,0,0,0,0,0,0,0,D,D,D,0
Q,22,375,Q-22-375,2009,1998,0,0,0,0,0,0,0,D,D,D,0
Q,22,376,Q-22-376,1999,1999,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,376,Q-22-376,2001,1999,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,376,Q-22-376,2003,1999,0,0,0,0,0,0,0,D,D,D,0
Q,22,376,Q-22-376,2009,1999,0,0,0,0,0,0,0,D,D,D,0
Q,22,377,Q-22-377,1999,1999,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,377,Q-22-377,2001,1999,0,0,0,0,0,0,0,D,D,D,0
Q,22,377,Q-22-377,2003,1999,0,0,0,0,0,0,0,D,D,D,0
Q,22,377,Q-22-377,2009,1999,0,0,0,0,0,0,0,D,D,D,0
Q,22,378,Q-22-378,2001,2001,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,378,Q-22-378,2003,2001,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,22,378,Q-22-378,2009,2001,0,0,0,0,0,0,0,D,D,D,0
Q,22,379,Q-22-379,2009,2009,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,23,80,Q-23-080,1989,1989,1,0,0,0,1,94,100,Veg,VegSm,VegSm,1
Q,23,80,Q-23-080,1990,1989,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,23,80,Q-23-080,1991,1989,1,0,0,0,1,0,0,Veg,VegSm,VegSm,1
Q,23,80,Q-23-080,1992,1989,0,0,1,0,1,0,0,Flower,FlowSm,ArFlSm,1
Q,23,80,Q-23-080,1993,1989,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,23,80,Q-23-080,1994,1989,0,0,0,1,1,0,0,Fruit,FruitSm,FruitSm,1
Q,23,80,Q-23-080,1995,1989,0,0,0,1,1,0,0,Fruit,FruitSm,FruitSm,1
Q,23,80,Q-23-080,1996,1989,0,0,1,0,1,0,0,Flower,FlowSm,ArFlSm,1
Q,23,80,Q-23-080,1997,1989,0,0,0,1,1,0,0,Fruit,FruitSm,FruitSm,1
Q,23,80,Q-23-080,1999,1989,0,0,0,1,1,0,0,Fruit,FruitSm,FruitSm,1
Q,23,80,Q-23-080,2001,1989,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,23,80,Q-23-080,2003,1989,0,1,0,0,1,0,0,Arr,ArrSm,ArFlSm,1
Q,23,80,Q-23-080,2009,1989,0,0,0,0,0,0,0,D,D,D,0
Q,23,81,Q-23-081,1989,1989,1,0,0,0,1,143,150,Veg,VegSm,VegSm,1
