"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"mean.sV[1]",0.942222235091136,0.0575962517924764,0.789168406483063,0.906670088102976,0.963177760108144,0.988753048124689,0.999416333696735,1.07778972908021,48,0,1
"mean.sV[2]",0.961665007324255,0.0459167618303255,0.836158974730594,0.945827349273368,0.982073633231582,0.994614963950695,0.999627182485197,1.24788982636029,13,0,1
"mean.sF[1]",0.948266651631187,0.0597995633707915,0.800617882309277,0.922426725423755,0.97289486155528,0.990350241992099,0.999178115927703,1.11888981694001,40,0,1
"mean.sF[2]",0.948769579170162,0.0725224855883422,0.767102455887584,0.923018930868165,0.988990703811418,0.997455569097218,0.999920634651943,1.31901970372475,11,0,1
"mean.sUV[1]",0.780893692421012,0.109580234199645,0.618557378408571,0.699512933193974,0.7569482183231,0.841108759189758,0.996165344726372,1.06625078828193,74,0,1
"mean.sUV[2]",0.8355596609613,0.124835074279875,0.635231081948723,0.723960526447721,0.830490010331648,0.976691513702422,0.999661055472601,1.07600669206992,45,0,1
"mean.sUF[1]",0.900153087838349,0.107223169921343,0.632387151975201,0.829758039604957,0.940320853721283,0.991968119825129,0.999927801988551,1.10926358645583,26,0,1
"mean.sUF[2]",0.897254958662307,0.13406375076069,0.562234089049359,0.833022567793719,0.964864180466266,0.997360077559784,0.999973428745651,1.85332595081775,6,0,1
"mean.fV[1]",0.203053589122879,0.0274067541525798,0.151838671874753,0.183959626869216,0.202111853066926,0.2207702892175,0.259868031066616,1.0013384138828,1562,0,1
"mean.fV[2]",0.203042043813896,0.0274695211105842,0.152490287989967,0.184444025975964,0.201175274320863,0.221067166507919,0.259039284121025,1.00012754112185,2700,0,1
"mean.fF[1]",0.516900755604525,0.0472532434826442,0.423593988579221,0.484976552820586,0.517964663665429,0.54738932293497,0.609717487735417,1.00863491223201,334,0,1
"mean.fF[2]",0.516480520791242,0.0472733123285865,0.42428513915693,0.484877213031049,0.516336195844054,0.546440246775408,0.60839645106186,1.00385498472808,689,0,1
"mean.fUV[1]",0.302012065785846,0.106308797660859,0.123706519637073,0.226451569039817,0.29328583294615,0.36866356448239,0.534850904589085,1.00610471384619,474,0,1
"mean.fUV[2]",0.304331032715887,0.108266845123194,0.11669311211456,0.228081586344734,0.297891636700893,0.372926208338398,0.537996886030932,1.00386019046231,515,0,1
"mean.fUF[1]",0.533125675045023,0.135331393134739,0.263310402297145,0.443694041520022,0.53379918464399,0.625676566609076,0.795453991215421,1.00171363408394,1477,0,1
"mean.fUF[2]",0.541077493251828,0.138662914107258,0.25700997312113,0.448683815799874,0.543843216807671,0.639245418380735,0.802495160488971,1.00190335722532,2050,0,1
"mean.dV[1]",0.361622925939389,0.0493791926213042,0.239545899394468,0.334067834576012,0.368058871763316,0.39573220620533,0.443003234798682,1.04211845641262,98,0,1
"mean.dV[2]",0.375985064352722,0.0431587130802072,0.271080517199106,0.352530591423922,0.382974898506218,0.405593368405776,0.443538812953896,1.14873871794535,20,0,1
"mean.dF[1]",0.298021380199686,0.051945959782394,0.177906428873312,0.268580265924999,0.305636489062092,0.335110111109396,0.383364062013687,1.04985420839388,68,0,1
"mean.dF[2]",0.299219085571859,0.0648575835666313,0.156344526715056,0.260084725228279,0.31423782162835,0.344704661465353,0.398130013286504,1.31577398028252,10,0,1
"mean.dUV[1]",0.838610143835962,0.0861097060445975,0.667131147573127,0.775344826649645,0.845088412074104,0.91415446108779,0.959250283463262,1.10165541238184,36,0,1
"mean.dUV[2]",0.878787857901765,0.0815745852004852,0.672175713456635,0.834335633650131,0.903446833766839,0.944361241107411,0.967981906921011,1.16691741031691,23,0,1
"mean.dUF[1]",0.714844467232434,0.234347943634485,0.176235306644691,0.578075111647612,0.77887324443149,0.906586881312332,0.992086387894924,1.17457211404494,19,0,1
"mean.dUF[2]",0.608062184795755,0.307541295388655,0.0565237035783343,0.332055327777807,0.678548441112265,0.895272521378574,0.990833563114403,1.68735151525875,6,0,1
"beta.sV[1]",3.64366021033511,3.69784736685946,-3.33937364174308,0.786621525663548,3.80979033492727,6.84011138079379,9.6197854659537,1.00665262206336,342,1,0.813333333333333
"beta.sV[2]",3.75837181681555,3.85570944814883,-3.91849638531208,0.842436382720369,3.98140932934465,7.01961745000573,9.64410947831722,1.00520777531376,521,1,0.816666666666667
"beta.sF[1]",3.33501148653519,4.03264639690826,-3.99255917108578,-0.0128041194944342,3.59811803493335,6.7994244765724,9.64982643066416,1.0676891224303,37,1,0.74962962962963
"beta.sF[2]",3.54004637931758,3.99500178992512,-4.77122798791822,0.660818669440524,3.78589755617329,6.84902842761552,9.6693753697894,1.00708036387921,304,1,0.793333333333333
"beta.sUV[1]",-0.890749842031512,0.921413998732015,-2.76507290555811,-1.42811455133968,-0.878233993523835,-0.352057353455813,0.954403478204512,1.07426741054114,55,1,0.875555555555556
"beta.sUV[2]",-0.892402139186264,1.92322137153222,-5.26773790227906,-1.77264076665608,-0.728728353153659,-0.150372361782161,3.69357007489324,1.27074583555347,14,1,0.798518518518519
"beta.sUF[1]",0.718425176063337,3.10190755302857,-4.38598692147374,-1.51082943649858,0.287676953294912,2.62133043785891,8.34664195637087,1.59094661876543,7,1,0.532592592592593
"beta.sUF[2]",1.93893229215529,3.9109183775608,-3.11969766253243,-1.26849905619277,0.552817657025002,5.00465756290388,9.68160972429671,2.07359879141442,5,1,0.550740740740741
"beta.fV[1]",-0.819112968385247,0.410183633906733,-1.63964133273523,-1.09553641088294,-0.804220338645856,-0.53444429458803,-0.0504046144869771,1.00167245765289,1113,0,0.98037037037037
"beta.fV[2]",-0.816446203737123,0.419419495536883,-1.68033046431558,-1.09770543452241,-0.809293692324963,-0.533950032190712,-0.0171564834126053,1.00433124786263,439,0,0.977037037037037
"beta.fF[1]",0.0634839942618869,0.434941694221911,-0.804806712647448,-0.223854498086985,0.0690018047396318,0.353037825274984,0.915035035658678,1.00429331658562,496,1,0.557777777777778
"beta.fF[2]",0.0665038669000286,0.458707075459579,-0.810618203037321,-0.239119788386822,0.0472826430777414,0.362859295867888,0.995931040134671,1.00424134022285,587,1,0.536666666666667
"beta.fUV[1]",-1.75938845177029,1.33057743711953,-4.73884557921036,-2.49323309153032,-1.67451800020997,-0.939214461311393,0.614023980023494,1.0124862279175,433,1,0.925185185185185
