"","Stage_curd","Stage_curdv","Stage_curfl","Stage_curfr","Stage_curv"
"1985",1.44999805561897e-57,0.999774171757334,0.198640735731054,0.78366037230834,0.0532578632504085
"1986",7.13462262975082e-21,0.999999483946439,0.250449761591356,0.246854562291758,0.104755612666943
"1987",7.09429872370132e-15,0.999999993125767,0.314788336016899,0.259039560255964,0.151715676484088
"1988",3.0423930685224e-08,0.999999999475203,0.353341052771154,0.217103154958213,0.189408716058856
"1989",6.23318130871695e-13,0.999812857889279,0.165722820443668,0.0674180335999297,0.0661475249433783
"1990",0.999999993621406,0.999999999983359,0.399429401479313,0.100202972724668,0.256805161891988
"1991",5.8577322214654e-10,0.999904243324466,0.171125606563817,0.0574690748872119,0.070973110172859
"1992",2.37655796877799e-21,0.999478283184327,0.160464731401811,0.116610256482335,0.0583263686983203
"1993",4.66841633875221e-19,0.999889866365501,0.17642361837618,0.117804757410135,0.0673504277243821
"1994",8.10604970148387e-05,0.999999943811611,0.268640252286475,0.097283166415119,0.134049124268619
"1995",3.77757118676679e-19,0.999214476462866,0.154510590265594,0.0931670585386399,0.0568611900601579
"1996",2.02500660921488e-20,0.999679733239925,0.165188099961704,0.115074069928138,0.0610861530118281
"1997",3.32336842755668e-22,0.999183145280524,0.15622030924538,0.118030862388557,0.0558938329510841
"1998",5.2391910502587e-18,0.999981779843725,0.197747801350676,0.134863497611256,0.0788354922877872
"1999",0.973271326367569,0.99999999780019,0.316751988933688,0.0927006855188591,0.176277572723195
"2000",7.04023078617775e-16,0.999267860414139,0.152997265351973,0.0721199891487415,0.0580567108586652
"2001",6.35520471890574e-09,0.999999889411721,0.262180255243758,0.123632538810118,0.124852030629057
"2002",6.94001323999441e-08,0.999998361230918,0.221182744394118,0.081593263088374,0.100718243379943
"2003",1.54855347893802e-43,0.998908210784079,0.168393433336668,0.458075721666465,0.0494867515055878
"2004",1.84728290740336e-22,0.998732894425959,0.151753958378476,0.114139317794589,0.0537449033959156
"2005",6.31269075956677e-17,0.999699801929014,0.163365267865672,0.0879087896730889,0.0623965463027768
"2006",3.32336842755921e-22,0.999183145280525,0.15622030924538,0.118030862388555,0.0558938329510845
"2007",4.72826326437011e-17,0.99998354200294,0.198253061701393,0.126863903513353,0.0798495561435378
"2008",4.33064801123107e-14,0.999982681666686,0.195118765643752,0.0999804242451739,0.0805490529903117
"2009",5.38935219151861e-19,0.998810808296027,0.15005985929516,0.087362297522577,0.0548942215779375
"2010",9.8766325992955e-24,0.998178908302178,0.14885340828081,0.120593752085741,0.0517783154555141
"2011",1.84728290740478e-22,0.998732894425959,0.151753958378477,0.114139317794587,0.053744903395916
"2012",1.84728290740478e-22,0.998732894425959,0.151753958378477,0.114139317794587,0.053744903395916
"2013",4.66841633875221e-19,0.999889866365501,0.17642361837618,0.117804757410135,0.0673504277243821
"2014",8.2394130077037e-21,0.999802051020458,0.170933845246422,0.125728843662498,0.0635531906185634
