"","Stage_curd","Stage_curdsv","Stage_curfl","Stage_curfr","Stage_curlv","Stage_cursv"
"1984",0.194150798641685,0.495728816941143,0.438466012392047,0.668129925436842,0.270280232218659,0.33290817431637
"1985",0.115896109087816,0.00306735534689289,0.231044152599759,0.472658639510176,0.112591753489352,0.147111324425294
"1986",0.366098521419332,0.154475017179305,0.373446562130741,0.466413216314424,0.205187775147898,0.24141648807805
"1987",0.28836627578109,0.0232660085474,0.298176278929049,0.415517641221979,0.151066690259512,0.182168578891948
"1988",0.420934343429636,0.429268003646868,0.429854378184964,0.50453157382315,0.250678077283398,0.290085961948268
"1989",0.320205577567226,0.000173896561705601,0.159058774658474,0.195859220741715,0.0647064586666669,0.0760630147782448
"1990",0.688225624194682,0.87747231769156,0.52446092558874,0.459577452253391,0.328172120227173,0.355289389758062
"1991",0.322946058855327,0.00167649196271943,0.215584294726317,0.275827260611183,0.0962739958593944,0.114132501072897
"1992",0.176505947706985,4.48346170384985e-06,0.0932673560568026,0.15478928152278,0.0344838678456475,0.0423845137531259
"1993",0.291988728508234,0.0221244390195374,0.296434642532468,0.410592753610652,0.149709560213548,0.180307155054931
"1994",0.199216844525216,0.0090565221765649,0.265453256572041,0.436423008432681,0.131649975061083,0.164271933189189
"1995",0.279220846810964,0.0166737765531611,0.286517126475472,0.405233631191421,0.143197561656133,0.17319872391694
"1996",0.181834123203285,0.000289604880495079,0.169755735927068,0.292549230132937,0.0731538763714191,0.0914488684458775
"1997",0.207752605631995,0.00035346493943289,0.17462973327321,0.281470038997843,0.075241573785467,0.0929151742865593
"1998",0.372544781636433,0.156947471426973,0.37422496326036,0.463435421811081,0.205565272697656,0.241425470989687
"1999",0.424331156425592,0.248856621716428,0.397138627406427,0.461565398589733,0.222366039182888,0.257431156826809
"2000",0.252914860758458,0.00221628262395728,0.222990258838364,0.328658259004577,0.102453410598705,0.124752225117752
"2001",0.221345041064174,0.0752195848262262,0.341506940758429,0.526580402159704,0.186053592959047,0.229503352646876
"2002",0.386956784210051,0.0901627843625642,0.350348350950735,0.423691848718406,0.186202555093641,0.217887099919699
"2003",0.215240633459718,0.0511827089182286,0.326395169418316,0.511121370935804,0.174725409218281,0.216229014559526
"2004",0.499464561487978,0.000764372280836292,0.195434723552622,0.176169658289966,0.0814245405950268,0.0908554686775158
"2005",0.200164177855476,0.000131796804418694,0.152373165625731,0.248191069291445,0.063282012927177,0.0781349150676935
"2006",0.207952268441548,0.0040925589202572,0.240661736925933,0.390201611423514,0.11493485958393,0.142777283075096
"2007",0.54999575343849,0.882948014251645,0.525385884009103,0.546003817906816,0.336397258241848,0.375903521129463
"2008",0.292439155125136,0.00693911500631659,0.257715348699782,0.354770645312898,0.123363957614482,0.148363902040422
"2009",0.198381684739231,0.0014919480069105,0.211449403396683,0.35080027514283,0.0969628829554516,0.120773579232241
"2010",0.373934329986028,0.726252575923217,0.480911527228638,0.594442568883743,0.300340166671476,0.350021871129968
"2011",0.331653307561525,0.00659000528339104,0.256366592060943,0.32904144786411,0.121397289341691,0.144043374682987
"2012",0.550964205188829,0.978046325873562,0.597304061595321,0.631371784369617,0.415561527501834,0.461228910714261
"2013",0.373628443123755,0.13638612018886,0.367908670285973,0.454597012173414,0.200456800707997,0.235391699990055
"2014",0.552157775992034,0.924912065786616,0.545496705501822,0.569009559198901,0.357481836110828,0.39869351306874
