"","Stage_curd","Stage_curdv","Stage_curfl","Stage_curfr","Stage_curv"
"1985",0.472516687816924,2.48774151049611e-07,0.566769390033099,0.574241196120509,0.328934389077599
"1986",0.490845508124254,2.05593119712127e-07,0.433203641866905,0.474308803994076,0.27701796671605
"1987",0.497810564999956,3.46449925788867e-07,0.351966791594394,0.426149964660706,0.242004796150677
"1988",0.525978570284254,3.59670865030644e-07,0.180585144245578,0.281210434636375,0.172297923893982
"1989",0.537936634970058,5.4195570895692e-07,0.120484619989139,0.224541818687627,0.140566818508333
"1990",0.515949930794148,3.73635684780088e-07,0.230966451210173,0.328777522857403,0.193925027355746
"1991",0.513133617715308,3.6497723132637e-07,0.248222726547789,0.343385625010329,0.201171045115812
"1993",0.510590157759968,3.73622483867295e-07,0.262523088891207,0.356109853408457,0.206788766634208
"1994",0.479145162183324,2.01128116849807e-07,0.526823329379112,0.540868549219732,0.314176964457991
"1995",0.513172465896944,3.19604069684011e-07,0.253771971846228,0.345312878868512,0.204288881504974
"1996",0.516332938857568,3.98396031635195e-07,0.226203511817115,0.325864253568317,0.191537507804799
"1997",0.5253506115875,4.78334098163961e-07,0.173864600594398,0.280005275197398,0.167607100697252
"1998",0.43207575406762,8.89187080632607e-08,0.858266630374055,0.785269333410714,0.513102666693544
"1999",0.501914256531937,3.99289647049486e-07,0.315761134429983,0.401180110085044,0.227160913296989
"2000",0.513897707758336,3.88205752902701e-07,0.241104255569237,0.338512455313654,0.197867507444106
"2001",0.48350665447951,4.5578888307014e-07,0.445096829194896,0.501732885410995,0.27517519125166
"2002",0.504600724940648,2.84861471219032e-07,0.314270069760636,0.392355887983434,0.228978476955859
"2003",0.46672902072725,1.50952525331951e-07,0.638412529074928,0.614466891134584,0.365575630592627
"2004",0.53079001328214,1.83763506093114e-07,0.180969995929524,0.268919386231385,0.176364356663629
"2005",0.55588307736143,5.69131793386074e-07,0.0708984482523455,0.160729518087223,0.110166843158153
"2006",0.548498531564848,6.51118785103719e-07,0.0856796603148588,0.183422298080112,0.119476483288769
"2007",0.469586001710563,1.80044916997388e-07,0.607486185066014,0.595965708753705,0.349649897262816
"2008",0.47464968240783,2.11974386495224e-07,0.559217140774827,0.565154138714721,0.327157109633542
"2009",0.455115898442345,2.14358784914782e-07,0.702141245860003,0.66947097955992,0.394416823208949
"2010",0.504076323660768,6.12160653665656e-07,0.280736064326769,0.382297154385993,0.21069342820175
"2011",0.520258004829474,4.228382107536e-07,0.202909446750857,0.30573091150834,0.181263249066528
"2012",0.492903360245751,3.28688305085647e-07,0.391096972468151,0.454442257039686,0.257240702341629
"2013",0.478704036710221,1.93069363654058e-07,0.532670926769962,0.544071428068136,0.316927893299499
"2014",0.480477640738725,5.38016118215625e-08,0.59159217164726,0.556546493607978,0.353599650160913
