"","Stage_curd","Stage_curdsv","Stage_curfl","Stage_curfr","Stage_curlv","Stage_cursv"
"1984",0.352067656853975,0.286748929290558,0.890281279035537,0.886914979093723,0.952926900482842,0.846803624112781
"1985",0.291207787298735,0.21288624714868,0.82300766240641,0.834979225632062,0.778350403791905,0.614748291011722
"1986",0.423867160285996,0.23097379859357,0.934437894854981,0.844039702015471,0.727105674801214,0.676918898086725
"1987",0.320133737964456,0.399443425352853,0.937550673933893,0.923291083288148,0.964086527619272,0.846343727355813
"1988",0.21742145717598,0.229586971752294,0.871052260441502,0.873852051724705,0.793758631324479,0.584230041424571
"1989",0.0776931863747823,0.0787481337309808,0.883348620410367,0.897882564904501,0.854648123779143,0.634182616050816
"1990",0.233544072436572,0.13799077182977,0.914102666293983,0.87211178836824,0.857039303205407,0.737941329983335
"1991",0.072776818343669,0.0280568534988685,0.691016271742219,0.774239690702288,0.465670550279246,0.37829573117285
"1992",0.0569128426702323,0.023256330878719,0.762388306083313,0.834435166822553,0.78271069796175,0.612306001467706
"1993",0.060923857851847,0.016337252489294,0.893718740323016,0.856968848455864,0.811251454919218,0.71819873630949
"1994",0.0840028671134256,0.0456733040897279,0.923754611443233,0.901227308359849,0.918550874214889,0.79657596185372
"1995",0.0735391473130986,0.0400345217944475,0.874156063315354,0.867922631382596,0.776578578327544,0.614485451317232
"1996",0.0718756558972634,0.0581713361119866,0.844773357068898,0.888369409349389,0.89225895301869,0.694259849489842
"1997",0.060836422345654,0.0176932699410872,0.895614934153047,0.85698859035268,0.78104855692048,0.685255752481947
"1998",0.0858951355096115,0.0570863521329601,0.930369891285091,0.915137794473945,0.949362832128624,0.836407779266486
"1999",0.0477744977622189,0.013639592432899,0.827029330010154,0.832578276729611,0.725817403270581,0.612497929868877
"2000",0.101964797064608,0.057546082639143,0.882767887534131,0.873088042694761,0.836698737607519,0.68229412459255
"2001",0.0513252517086509,0.0256325027548034,0.898288625609571,0.888908060678175,0.867036342725639,0.715872183061383
"2002",0.0433219777250422,0.0167622486312412,0.80561848352717,0.836564467525606,0.682815319698238,0.537113063851914
"2003",0.0670595758006948,0.0132079380002042,0.721392612922869,0.746965117710534,0.454486093088958,0.447013638499451
"2004",0.183715882852419,0.063542176759276,0.827716750294104,0.826348889303972,0.850595947750107,0.746244055601317
"2005",0.133282963197451,0.0375630683002369,0.906317425182581,0.847815118743986,0.811608500703124,0.740662886584052
"2006",0.0794155579000183,0.0280692552784246,0.856262398194739,0.842964106030769,0.75761567324831,0.639786478592611
"2007",0.114321130071051,0.0453199068029656,0.915785257781616,0.869287228194581,0.824292877486342,0.720473053702034
"2008",0.0490072556920345,0.0130823423238177,0.805698758248702,0.822813842042554,0.72097668871094,0.610697016924852
"2009",0.103409068228897,0.0406333868375429,0.884948714224115,0.860347478618606,0.832922351014691,0.714655633621465
"2010",0.034391422018756,0.0147091575872838,0.864071637134388,0.879852024979457,0.863813581252701,0.705483565349303
"2011",0.0436621055327284,0.0094987410499226,0.740575992121542,0.781023621253711,0.560065726835888,0.497534776230151
"2012",0.102144674365735,0.0181245812895309,0.861815368515568,0.805992479285492,0.727946477770612,0.694747818427312
"2013",0.0443540851737951,0.0104790980730649,0.873636463981949,0.852903397591882,0.824304243788314,0.72677255860197
"2014",0.075753632054761,0.0208676498669326,0.911120890376425,0.871777783022994,0.886148513905234,0.799384969391618
