mean.sV[1],mean.sV[2],mean.sF[1],mean.sF[2],mean.fV[1],mean.fV[2],mean.fF[1],mean.fF[2],mean.pV[1],mean.pV[2],mean.pF[1],mean.pF[2],beta.sV[1],beta.sV[2],beta.sF[1],beta.sF[2],beta.fV[1],beta.fV[2],beta.fF[1],beta.fF[2],beta.pV[1],beta.pV[2],beta.pF[1],beta.pF[2],sV0[1],sV0[2],sV1[1],sV1[2],sF0[1],sF0[2],sF1[1],sF1[2],fV0[1],fV0[2],fV1[1],fV1[2],fF0[1],fF0[2],fF1[1],fF1[2],pV0[1],pV0[2],pV1[1],pV1[2],pF0[1],pF0[2],pF1[1],pF1[2],beta1.sV[1],beta1.sV[2],beta1.sF[1],beta1.sF[2],beta1.fV[1],beta1.fV[2],beta1.fF[1],beta1.fF[2],beta1.pV[1],beta1.pV[2],beta1.pF[1],beta1.pF[2],mu.sV[1],mu.sV[2],mu.sF[1],mu.sF[2],mu.fV[1],mu.fV[2],mu.fF[1],mu.fF[2],mu.pV[1],mu.pV[2],mu.pF[1],mu.pF[2],sigma.sV2[1],sigma.sV2[2],sigma.sF2[1],sigma.sF2[2],sigma.fV2[1],sigma.fV2[2],sigma.fF2[1],sigma.fF2[2],sigma.pV2[1],sigma.pV2[2],sigma.pF2[1],sigma.pF2[2],deviance
0.967011844,0.685461615,0.985978807,0.945241512,0.534687585,0.370077126,0.886884377,0.605232029,0.926281347,0.751988918,0.130763523,0.480046892,-1.746024288,-0.041498878,-0.243524692,-1.709692765,0.214731924,0.207285056,0.623465837,0.425397963,7.500827306,7.931589814,-1.365300295,-0.748343139,0.967011844,0.685461615,0.836448616,0.676446199,0.985978807,0.945241512,0.982181523,0.757462062,0.534687585,0.370077126,0.587515865,0.419554884,0.886884377,0.605232029,0.93600225,0.701135671,0.926281347,0.751988918,0.999956021,0.999881543,0.130763523,0.480046892,0.036986125,0.304026233,-0.049082975,0.02319768,-0.054719938,0.031955608,-0.122701954,-0.018832964,-0.227915883,-0.053734444,-0.563663679,2.906900936,0.337149624,0.102180199,3.378062166,0.778986384,4.253064863,2.848508074,0.138973582,-0.531885958,2.059304115,0.427313725,2.530922164,1.109248156,-1.894224692,-0.079854838,0.206917496,0.058274988,6.775675555,0.784298514,2.38E-05,0.021036784,0.58189022,0.000118903,0.200445327,41.8848336,0.891173813,0.041367947,5871.717304
0.980386638,0.697892896,0.983291237,0.944071606,0.531028148,0.362972827,0.906738457,0.567289579,0.974948821,0.817590528,0.113328275,0.495221138,-1.749780589,-0.161203985,-0.334207024,-1.441235052,0.905905936,0.321826031,0.765089694,0.809550135,6.567673529,8.140412892,-0.951619253,-0.726289459,0.980386638,0.697892896,0.896780689,0.662863246,0.983291237,0.944071606,0.976814395,0.799775972,0.531028148,0.362972827,0.736950445,0.440124128,0.906738457,0.567289579,0.954328606,0.746560458,0.974948821,0.817590528,0.999963898,0.999934965,0.113328275,0.495221138,0.047029657,0.321823244,-0.080841363,0.029705939,-0.056214941,-0.00256551,-0.186996114,-0.023669445,-0.246882949,-0.093473006,-0.609923935,2.706886914,0.409991249,0.097863633,3.911735974,0.837284044,4.074972051,2.826129826,0.124272279,-0.562484338,2.274446217,0.270801164,3.661464067,1.500107631,-2.057186121,-0.019116032,0.217260183,0.055896757,5.80652023,0.610874236,2.84E-05,0.018068838,0.777214138,7.86E-05,0.458114879,38.12018899,0.941708414,0.098707704,5936.088636
0.979983023,0.691243422,0.986641268,0.942535175,0.519261489,0.336448594,0.902076644,0.58074481,0.970241753,0.856247233,0.08540691,0.478504578,-2.010079036,-0.05035851,-0.574560284,-1.015024689,0.497432992,0.471295081,0.732128673,0.636547324,6.28981846,6.943260882,-0.661377997,-0.293048528,0.979983023,0.691243422,0.867711651,0.680393408,0.986641268,0.942535175,0.976513802,0.855989948,0.519261489,0.336448594,0.639804817,0.448219841,0.902076644,0.58074481,0.950388259,0.723597863,0.970241753,0.856247233,0.999943106,0.999837996,0.08540691,0.478504578,0.0459821,0.406348026,-0.058330652,0.028527282,-0.054471536,0.037905757,-0.14983152,-0.024892652,-0.236091788,-0.045509587,-0.632910438,2.867400268,0.398927044,0.087760479,3.890954495,0.805938842,4.302136257,2.797400223,0.077084103,-0.679160956,2.220514398,0.325831653,3.484438973,1.78446423,-2.371052245,-0.086034719,0.228359825,0.062183606,6.639396024,0.9123272,6.53E-05,0.012550621,0.708394271,9.87E-05,1.369381558,42.69956061,0.610585186,0.073066852,5879.6194
0.979385414,0.693441337,0.989142458,0.943907917,0.530035938,0.363091527,0.902757802,0.605633532,0.982639916,0.912378939,0.105780937,0.496811072,-1.50118596,-0.103268773,-0.677338856,-0.835849369,0.458534074,0.333243965,0.720796231,0.547737673,5.636834328,3.789108034,-0.904215373,-0.288241495,0.979385414,0.693441337,0.913705338,0.671061225,0.989142458,0.943907917,0.978847951,0.879444959,0.530035938,0.363091527,0.640796455,0.443066233,0.902757802,0.605633532,0.95021837,0.726459321,0.982639916,0.912378939,0.999937037,0.997832783,0.105780937,0.496811072,0.045703662,0.425313683,-0.105557224,0.000311695,-0.038800206,0.050130109,-0.132461559,-0.033055146,-0.295526292,-0.077050565,-0.632253988,2.856747094,0.405627063,0.063492289,3.86092635,0.816257511,4.511978407,2.823033927,0.120288583,-0.56197102,2.228249548,0.428994471,4.036069178,2.343034017,-2.134580456,-0.012755886,0.128320072,0.033216533,6.23993773,1.576726138,4.02E-05,0.009531627,0.807339364,3.18E-05,2.471602805,33.71903395,0.696000384,0.041867158,5783.880367
0.977387442,0.708107868,0.982472761,0.943713417,0.465904855,0.32253405,0.922355091,0.584617808,0.988862941,0.723884616,0.131082051,0.47922879,-1.396966032,-0.310571702,-0.734982569,-1.10196858,0.38705148,0.325897429,1.08180643,0.912926568,5.402750865,1.24171948,-1.606067795,-0.089771245,0.977387442,0.708107868,0.914464856,0.64006365,0.982472761,0.943713417,0.964130311,0.847793349,0.465904855,0.32253405,0.562289454,0.397413685,0.922355091,0.584617808,0.972255762,0.778109948,0.988862941,0.723884616,0.999949274,0.900745246,0.131082051,0.47922879,0.029383646,0.456881386,-0.090075357,0.012035409,0.026702446,0.04772567,-0.144037547,-0.027190853,-0.331186081,-0.097330927,-0.655915648,2.672108849,0.465498163,0.050443206,3.766377735,0.886212117,4.026316416,2.819366349,-0.136592556,-0.742150579,2.474784303,0.341759272,4.4862775,0.963813173,-1.891425227,-0.083132686,0.165821865,0.068092133,3.406598837,1.180160225,2.44E-05,0.010724969,0.360940803,1.21E-05,0.777398064,27.03909344,0.465987626,0.070644101,5775.923451
0.971383162,0.701257935,0.993275865,0.941869492,0.526741354,0.336412734,0.907326579,0.552033513,0.987284647,0.774621708,0.120780914,0.480545931,-1.559467719,-0.226702151,-1.292829007,-1.265442422,0.289852248,0.511847373,1.264139522,0.576203295,5.191463878,0.228881298,-1.453772976,-0.229083289,0.971383162,0.701257935,0.877100861,0.651716553,0.993275865,0.941869492,0.97593121,0.820499259,0.526741354,0.336412734,0.597947391,0.458229032,0.907326579,0.552033513,0.971956666,0.686776867,0.987284647,0.774621708,0.999928348,0.812063714,0.120780914,0.480545931,0.03110376,0.423862102,-0.070143754,0.024017396,-0.027436715,0.044984436,-0.114295504,-0.064851781,-0.340098801,-0.036270357,-0.593254314,2.726785936,0.410246109,0.082327398,3.524725698,0.853295232,4.995305121,2.785176092,0.107067579,-0.679321586,2.28142074,0.208890331,4.352148199,1.234594502,-1.985055831,-0.077855579,0.458284898,0.089505865,6.156871111,0.876551269,5.82E-05,0.005380441,0.869471662,2.70E-05,0.674065724,38.79155093,0.414011969,0.047054662,5836.843574
0.970839727,0.703843076,0.991326001,0.94445954,0.555964811,0.337060563,0.875896968,0.56775525,0.995461688,0.92572027,0.113496979,0.47627004,-1.457734063,0.215207109,-0.909174548,-1.15489741,0.088447049,0.552631267,1.981712752,0.118151333,4.94765051,1.647123911,-1.27119229,-0.49580549,0.970839727,0.703843076,0.885706919,0.746659169,0.991326001,0.94445954,0.978742086,0.842719546,0.555964811,0.337060563,0.577677921,0.469092022,0.875896968,0.56775525,0.980844971,0.59648725,0.995461688,0.92572027,0.999967632,0.984780749,0.113496979,0.47627004,0.034666474,0.356452076,-0.097142714,0.016527811,-0.10272455,0.043330354,-0.094629563,-0.035090556,-0.32289591,-0.01457276,-0.562489127,2.754200373,0.422355192,0.059977954,3.505354132,0.865665963,4.738713484,2.833501087,0.22480119,-0.676421013,1.954136345,0.272698448,5.390651453,2.522733997,-2.055508318,-0.094991205,0.312555331,0.16237102,3.958296824,0.668606078,0.000306788,0.004593981,0.746905345,1.94E-05,0.708191686,45.09056707,0.850965097,0.059133532,5695.499041
0.98083987,0.721099291,0.992748897,0.9482009,0.517624383,0.420371981,0.892525894,0.580253513,0.993589036,0.96749018,0.09693361,0.463296852,-1.240405101,-0.038519199,-0.98392181,-1.583537221,-0.039997497,0.078239107,1.907667561,0.265095756,4.658423687,1.921655888,-1.497660369,-0.484488795,0.98083987,0.721099291,0.936741186,0.713286929,0.992748897,0.9482009,0.980836576,0.789789393,0.517624383,0.420371981,0.507631721,0.439545344,0.892525894,0.580253513,0.982440991,0.643114994,0.993589036,0.96749018,0.999938827,0.995105901,0.09693361,0.463296852,0.023443711,0.34715555,-0.167386559,-0.019723805,-0.114781791,-0.004172171,-0.109413868,-0.04026593,-0.318571337,-0.007536808,-0.556300972,2.795188069,0.392529121,0.068863367,3.935577657,0.949921002,4.919324184,2.90719362,0.070526751,-0.321246564,2.116805579,0.323814175,5.043314006,3.393163073,-2.231769759,-0.147077149,0.310944447,0.047054882,3.456210656,2.924708812,0.000276002,0.001886369,0.375653451,1.77E-05,0.326556658,41.87977947,0.339556866,0.077367786,5808.77536
0.982024755,0.731029273,0.99349926,0.94990428,0.549728621,0.306862726,0.849816267,0.618425434,0.99172565,0.985485502,0.094202901,0.500834664,-1.256642113,-0.536942988,-0.725949529,-1.755198577,-0.055144965,0.058476701,1.581208603,0.40105891,5.317459763,1.895510653,-1.487878878,-0.412953318,0.982024755,0.731029273,0.939572398,0.613703799,0.99349926,0.94990428,0.98665749,0.766244761,0.549728621,0.306862726,0.536044692,0.319439057,0.849816267,0.618425434,0.964918487,0.707635795,0.99172565,0.985485502,0.999959076,0.997792087,0.094202901,0.500834664,0.022949477,0.399004522,-0.11812579,0.053391294,-0.141748599,0.052748557,-0.112115462,0.019086083,-0.291986486,-0.067588327,-0.599275911,2.880119743,0.420542573,0.05722358,4.00062101,0.999850951,5.029317329,2.942425648,0.199574275,-0.814827566,1.733160738,0.482870337,4.786286199,4.217986393,-2.263364349,0.003338658,0.303216066,0.097648434,2.045489748,2.505810496,0.0006773,0.002966033,0.493715282,2.54E-05,0.450364259,52.56279491,0.574893524,0.073700263,5644.123392
0.979149588,0.728079259,0.991608302,0.945802154,0.566072882,0.376682062,0.858672191,0.592624078,0.992805948,0.998464645,0.105104423,0.501338663,-1.521356953,-0.630166796,-0.57974745,-1.780537842,0.202573397,-0.289867804,1.730654211,0.543222197,5.713050892,5.540195439,-1.417981038,-0.190093778,0.979149588,0.728079259,0.91116585,0.587764722,0.991608302,0.945802154,0.985114023,0.746277127,0.566072882,0.376682062,0.61500964,0.311412708,0.858672191,0.592624078,0.971666268,0.71464381,0.992805948,0.998464645,0.999976069,0.999993963,0.105104423,0.501338663,0.027659583,0.453946126,-0.123537575,0.039522031,-0.140196973,0.022284196,-0.121128776,0.020024566,-0.30854009,-0.083706895,-0.576623824,2.909829057,0.406646418,0.044209262,3.849310739,0.984899283,4.77208524,2.859392239,0.265846249,-0.503655226,1.804305151,0.374823864,4.927280624,6.477457044,-2.141752681,0.005354664,0.181323943,0.020288445,4.864053508,0.556215695,0.000967997,0.00687111,0.804245729,6.94E-05,1.086420165,54.2643792,0.376822813,0.057135021,5728.882221
0.980903163,0.731247986,0.993802481,0.947144941,0.551917299,0.34152318,0.897684977,0.613947652,0.995584998,0.978307318,0.094533363,0.49776664,-1.260727012,-0.369895917,-0.696137002,-1.734428339,0.13267968,-0.064375987,1.387194771,0.769184811,5.146753865,5.425135854,-1.325806083,-0.267925573,0.980903163,0.731247986,0.935729398,0.652731511,0.993802481,0.947144941,0.987644877,0.759779381,0.551917299,0.34152318,0.584457721,0.327197083,0.897684977,0.613947652,0.972319532,0.774364443,0.995584998,0.978307318,0.999974199,0.999902346,0.094533363,0.49776664,0.026980134,0.431223984,-0.130832296,0.042664439,-0.172036578,0.026817576,-0.134061535,-0.003185903,-0.301505521,-0.094352232,-0.658992802,3.046219626,0.355092354,0.03113956,3.938951008,1.000963573,5.077389415,2.885898696,0.2084204,-0.656513765,2.171762688,0.463936691,5.418322109,3.80884888,-2.259497612,-0.008933498,0.238809687,0.104762041,4.326834111,0.714077496,0.001266816,0.003219588,0.506363318,8.76E-05,0.894275383,49.39620449,0.49952038,0.067870889,5720.23312
0.981747631,0.711075119,0.993757154,0.948648001,0.580122492,0.369850873,0.904138283,0.620648467,0.997039461,0.98721224,0.100539511,0.506915435,-1.590403715,-0.310662329,-0.604686781,-1.671682922,0.323498827,-0.06796021,1.438240214,0.292234373,6.34038088,5.432801163,-1.145891542,-0.495389772,0.981747631,0.711075119,0.916417334,0.643353449,0.993757154,0.948648001,0.988630316,0.776372555,0.580122492,0.369850873,0.656283367,0.354156838,0.904138283,0.620648467,0.975453084,0.686656883,0.997039461,0.98721224,0.999994763,0.999943386,0.100539511,0.506915435,0.034318952,0.385154546,-0.101594605,0.031964024,-0.209729078,0.045541741,-0.150003585,0.014998664,-0.306363262,-0.06317003,-0.645028597,2.914426482,0.403006701,0.066904453,3.985039428,0.900611352,5.070056699,2.916333951,0.323276254,-0.532856623,2.244075609,0.492301542,5.819419061,4.346396574,-2.19124433,0.027663503,0.320067125,0.117369753,5.230013707,1.431874657,0.004066539,0.000411947,0.379760937,2.88E-05,1.722432821,46.572949,0.408746564,0.071880365,5715.17924
0.982179535,0.700189771,0.991499812,0.944535904,0.505544608,0.359308731,0.878630315,0.59304844,0.994749968,0.969296016,0.087605891,0.490057658,-1.957545275,-0.241875648,-0.441638366,-1.457699756,0.678728615,0.045856142,1.600869237,0.546276614,6.956219679,2.950392747,-1.168359165,-0.330121713,0.982179535,0.700189771,0.886137578,0.647102268,0.991499812,0.944535904,0.986842157,0.79855027,0.505544608,0.359308731,0.668389047,0.369931763,0.878630315,0.59304844,0.972890632,0.715624193,0.994749968,0.969296016,0.999994972,0.99834545,0.087605891,0.490057658,0.028984451,0.408566073,-0.089284625,0.028370762,-0.19608434,0.038555237,-0.131754802,0.003977347,-0.283231737,-0.078938505,-0.592787497,3.065086927,0.402440545,0.070382871,4.009426601,0.848201693,4.759130446,2.834957806,0.022179343,-0.578365706,1.979523102,0.376581919,5.244257187,3.452177623,-2.343223786,-0.039774613,0.292432484,0.052106405,6.06734814,0.736458638,0.005574007,0.000201239,0.387287856,7.99E-05,1.7719301,52.31278588,0.719585358,0.095946882,5698.527393
0.989247797,0.693941244,0.989645506,0.942747014,0.550223071,0.299273113,0.86889404,0.538701599,0.985474629,0.964403631,0.106258961,0.481619121,-2.243478333,0.248585447,-0.063480493,-1.46476634,0.133855071,0.54174803,1.269122382,0.717492319,7.493523071,3.619976218,-1.453970562,0.113381211,0.989247797,0.693941244,0.907068549,0.744063239,0.989645506,0.942747014,0.988974368,0.791922318,0.550223071,0.299273113,0.583079286,0.423355526,0.86889404,0.538701599,0.95931413,0.705288285,0.985474629,0.964403631,0.999991795,0.999012398,0.106258961,0.481619121,0.027027328,0.509954822,-0.101287778,0.006631415,-0.226465163,0.01413744,-0.11866376,-0.009477103,-0.25137591,-0.077919405,-0.612918839,3.019357448,0.395328828,0.036867733,4.521834227,0.818610196,4.559926152,2.801318164,0.201572034,-0.850761629,1.891215334,0.155116674,4.217226509,3.299266262,-2.12953693,-0.073556663,0.643346845,0.024939421,3.988412481,0.415523638,0.01444082,0.000186903,0.26248213,0.000198146,0.835266358,46.98140905,0.364097273,0.273424617,5723.350755
0.988595737,0.684088407,0.992238706,0.943119387,0.558468119,0.319694949,0.863985979,0.525156336,0.986813635,0.978467382,0.120257362,0.488665306,-2.31611809,0.180952117,0.059317571,-1.055119418,0.053576387,0.182349956,1.004307469,0.827971828,8.283317553,8.079713033,-1.411285187,-0.111164493,0.988595737,0.684088407,0.89531129,0.721833947,0.992238706,0.943119387,0.992682428,0.852345754,0.558468119,0.319694949,0.57163467,0.360585437,0.863985979,0.525156336,0.945479016,0.716807858,0.986813635,0.978467382,0.999996623,0.999993183,0.120257362,0.488665306,0.032255471,0.460951917,-0.09774668,-0.016979803,-0.201484054,-0.003239031,-0.080094662,-0.011932258,-0.237576037,-0.064749022,-0.694740672,3.18721829,0.382992666,0.026300658,4.462298274,0.772624755,4.850814701,2.808238314,0.234947306,-0.755174044,1.848798566,0.100710381,4.315297867,3.816418551,-1.989995279,-0.045346545,0.456406561,0.011993314,6.249386903,0.442754895,0.02822899,0.000212323,0.72024982,0.00050488,0.64446448,39.15694429,0.504897482,0.086591258,5695.965241
0.987952705,0.688637125,0.991219712,0.937978143,0.541886943,0.361857083,0.882517864,0.544254424,0.988721457,0.971383789,0.126337311,0.462549447,-1.573212201,0.587451753,0.293216903,-1.290089767,0.026086092,0.241425023,0.622225133,0.294206514,8.637494449,9.787163693,-1.57158097,0.042968897,0.987952705,0.688637125,0.944463811,0.799184809,0.991219712,0.937978143,0.993436485,0.806300735,0.541886943,0.361857083,0.548355263,0.419241494,0.882517864,0.544254424,0.933312209,0.615783356,0.988721457,0.971383789,0.999997977,0.999998345,0.126337311,0.462549447,0.029161241,0.473246974,-0.137118491,-0.040382594,-0.214306147,0.038352971,-0.084892723,-0.023228814,-0.199661235,-0.039868134,-0.702809229,3.26804333,0.372819435,0.040597477,4.406794711,0.793755429,4.726427006,2.716239787,0.167941386,-0.567312931,2.016492745,0.177482121,4.473510566,3.524748276,-1.93373896,-0.150083297,0.419361325,0.038814686,4.026526267,0.968199822,0.049180696,0.000102394,0.547385768,0.003623064,1.104667909,41.89410736,0.545033521,0.026243326,5689.619647
0.987048239,0.680596017,0.989008514,0.9281913,0.54022725,0.283533085,0.903417366,0.55289368,0.97371164,0.958596821,0.113691007,0.48552609,-1.621677465,0.079403018,0.732668455,-1.326506343,0.028754418,0.284520565,0.382810215,0.501496084,9.643464801,6.260515179,-1.248988961,0.04992726,0.987048239,0.680596017,0.937719921,0.697604218,0.989008514,0.9281913,0.994686889,0.774295308,0.54022725,0.283533085,0.547360581,0.34468554,0.903417366,0.55289368,0.932048834,0.671254706,0.97371164,0.958596821,0.999998249,0.9999175,0.113691007,0.48552609,0.035483118,0.498003871,-0.128965788,0.036528663,-0.210458901,0.061158112,-0.094501821,0.002078405,-0.210457127,-0.060435759,-0.738654876,3.244059613,0.410484265,0.028102748,4.333487163,0.756512206,4.499581958,2.559232209,0.16125754,-0.927003254,2.23578569,0.212369304,3.611988944,3.142112898,-2.053581334,-0.057911819,0.315069687,0.041179272,4.128752632,0.569915465,0.03318752,7.36E-05,0.460383014,0.004740427,0.770476052,32.80497433,0.631779791,0.015980903,5632.391895
0.984489671,0.679384141,0.990934067,0.924963789,0.528963025,0.376851105,0.921908414,0.530649065,0.963486596,0.965444803,0.089123746,0.458060289,-1.985992665,0.129829761,0.440542144,-1.132918006,0.171136135,0.024043688,0.387237567,0.585440046,9.47698782,6.78460099,-1.103603808,0.054612142,0.984489671,0.679384141,0.897027502,0.706982332,0.990934067,0.924963789,0.994145461,0.798808777,0.528963025,0.376851105,0.571290444,0.382513883,0.921908414,0.530649065,0.945617778,0.670001138,0.963486596,0.965444803,0.999997097,0.999959519,0.089123746,0.458060289,0.031432218,0.471645004,-0.089421911,-0.007297632,-0.207307459,0.058258926,-0.094094808,0.002969497,-0.228017118,-0.065474077,-0.741443237,3.250674329,0.46103393,0.035353205,4.150617241,0.750943007,4.694124197,2.511783781,0.115981938,-0.502935326,2.468563572,0.122750159,3.272879145,3.330030958,-2.32438125,-0.168153948,0.184011084,0.020957116,8.439052784,0.708490398,0.052840175,2.99E-05,0.735874623,0.003141657,0.686173559,29.50980371,0.731058819,0.005263515,5745.947219
0.981410714,0.661661578,0.986418872,0.921372425,0.516093592,0.367815735,0.910942301,0.518080054,0.972929115,0.972427029,0.096141876,0.483252582,-1.413256096,0.088519948,0.950753725,-0.717182554,0.024916983,0.642767099,0.919377905,0.763878631,8.909220567,7.953484973,-0.970529186,-0.020696982,0.981410714,0.661661578,0.927784821,0.681185997,0.986418872,0.921372425,0.994707477,0.851189274,0.516093592,0.367815735,0.522313568,0.52527052,0.910942301,0.518080054,0.962477611,0.6976707,0.972929115,0.972427029,0.99999624,0.999990035,0.096141876,0.483252582,0.038739838,0.478086117,-0.119861041,0.019468191,-0.285526354,0.070575589,-0.09385395,-0.058764379,-0.246924929,-0.052353729,-0.746290432,3.17742772,0.4271126,0.0160208,3.966405665,0.670707572,4.285399905,2.461141866,0.064396611,-0.541598818,2.325195093,0.072351763,3.581852447,3.562959073,-2.240847429,-0.067014739,0.145226708,0.012404804,5.774020841,1.12833269,0.079685096,3.37E-05,0.33029001,0.001830767,2.109404417,23.52652799,0.410411794,0.008223722,5717.861896
0.985141125,0.647369221,0.973168499,0.921249435,0.505881694,0.331741072,0.932158008,0.521496963,0.977927875,0.966559914,0.069827891,0.479112889,-1.628537734,-0.359079521,0.928363995,-1.056759332,0.483982369,0.376109791,0.765982246,0.461860599,8.495842201,7.725659604,-0.676825682,0.060271845,0.985141125,0.647369221,0.928617873,0.561786517,0.973168499,0.921249435,0.989221284,0.802609778,0.505881694,0.331741072,0.624222633,0.419649799,0.932158008,0.521496963,0.967273724,0.633648584,0.977927875,0.966559914,0.999995389,0.999984731,0.069827891,0.479112889,0.036750459,0.494168952,-0.106901923,0.050943103,-0.257611614,0.059517045,-0.1286397,-0.017200504,-0.280153072,-0.02952254,-0.76390516,3.120564994,0.362216647,0.034267247,4.194187547,0.607495239,3.590980625,2.459445378,0.02352786,-0.700320956,2.62032098,0.086040894,3.791120442,3.363987916,-2.589336118,-0.083597095,0.509810293,0.010550625,1.523416664,1.19155575,0.197769316,1.88E-05,0.228176139,0.003739291,1.353360422,31.57154887,0.873402444,0.005234048,5901.565805
0.989152849,0.64212701,0.970535256,0.924543894,0.515155909,0.369097319,0.930297703,0.577609966,0.965961817,0.951118017,0.07555164,0.511744721,-1.869985696,-0.103838183,0.905790448,-1.257477679,0.631962096,0.256436187,0.512388515,0.058148373,8.853311248,7.674479504,-0.958875852,-0.153031557,0.989152849,0.64212701,0.933575797,0.617929633,0.970535256,0.924543894,0.987876881,0.777000548,0.515155909,0.369097319,0.666546018,0.430538338,0.930297703,0.577609966,0.95704346,0.591729118,0.965961817,0.951118017,0.999994964,0.999976126,0.07555164,0.511744721,0.030375968,0.473513808,-0.129394233,0.060651735,-0.254025511,0.006080776,-0.115597237,-0.021222503,-0.26777458,-0.030850944,-0.66400958,3.529500691,0.376409289,0.041423174,4.512946362,0.584607974,3.494653313,2.505749418,0.060642215,-0.536091276,2.591271374,0.312969704,3.345641378,2.968229259,-2.504380793,0.046987526,0.497399824,0.02470625,3.631224283,0.958524546,0.184143729,3.93E-05,0.297834703,0.004135224,2.505207923,39.80697939,0.566601731,0.00409157,5760.54793
0.984871691,0.643185287,0.964742239,0.925289773,0.576677819,0.326624493,0.926481077,0.593979721,0.948558289,0.973309566,0.072369653,0.504181243,-1.741669307,0.13433437,1.642328179,-0.97998166,0.020566773,0.283165296,0.584337863,0.06695016,9.786297676,4.170168417,-0.940101988,-0.013696367,0.984871691,0.643185287,0.919403831,0.673388398,0.964742239,0.925289773,0.992976905,0.822956562,0.576677819,0.326624493,0.581690508,0.391663134,0.926481077,0.593979721,0.957636806,0.610019035,0.948558289,0.973309566,0.999996951,0.999576514,0.072369653,0.504181243,0.02957088,0.500757249,-0.070375133,0.022008561,-0.278586347,0.019582012,-0.097107135,-0.014951495,-0.234642041,-0.029759859,-0.699857286,3.117254049,0.360685792,0.052317416,4.175943637,0.589216205,3.309175267,2.516489966,0.309150191,-0.723491961,2.533850797,0.380442071,2.914493908,3.596396963,-2.550846267,0.016725364,0.588753521,0.01828734,2.514612249,0.530940535,0.072721255,2.19E-05,0.426715251,0.00271152,0.464161758,42.83716871,0.674052067,0.007593666,5753.713509
0.980809158,0.629333922,0.93890539,0.925457343,0.486729092,0.344229826,0.934898574,0.632571515,0.918566292,0.945897207,0.076984671,0.503929373,-1.736780136,0.214550969,2.133638565,-1.22938485,0.306343896,0.641950763,0.604646591,-0.068274516,9.274564518,1.736522272,-0.803581329,0.075243098,0.980809158,0.629333922,0.899994599,0.677850571,0.93890539,0.925457343,0.992354246,0.784067905,0.486729092,0.344229826,0.562975731,0.499362479,0.934898574,0.632571515,0.96335476,0.616564156,0.918566292,0.945897207,0.999991686,0.990026206,0.076984671,0.503929373,0.035998317,0.522724562,-0.075007131,-0.006113398,-0.335438635,0.007840453,-0.143739851,-0.03729257,-0.262498486,-0.046369773,-0.673378932,3.088813145,0.33836588,0.028505501,3.933944698,0.529360397,2.732291064,2.518916495,-0.053096104,-0.64450085,2.664491589,0.543264582,2.423024786,2.861248087,-2.484039515,0.015717814,0.765562509,0.028269024,4.559362823,0.366799774,0.082891896,2.73E-05,0.528114261,0.003955274,0.144623971,39.8127524,0.521114273,0.006443007,5881.759668
0.977968543,0.627578514,0.944060785,0.929355073,0.510764598,0.324792527,0.945981723,0.631571517,0.929699087,0.972220516,0.095743541,0.499100845,-1.921853835,0.32998149,2.29710735,-1.28274446,0.593410088,0.366450027,0.438443399,0.301977499,8.910877697,2.781865093,-0.965070325,-0.362273577,0.977968543,0.627578514,0.866591559,0.700949636,0.944060785,0.929355073,0.994077357,0.784836991,0.510764598,0.324792527,0.653956226,0.409657029,0.945981723,0.631571517,0.964474896,0.698663589,0.929699087,0.972220516,0.999989798,0.998233787,0.095743541,0.499100845,0.038772116,0.409539302,-0.039938006,0.006907611,-0.354810419,0.040066531,-0.14325168,-0.034576488,-0.313498914,-0.063303749,-0.665797768,3.247260832,0.311595292,0.041623696,3.793006194,0.521842545,2.825924902,2.576824578,0.043065046,-0.731833409,2.86290079,0.538964568,2.582076179,3.555284885,-2.245439847,-0.003596625,0.822949425,0.068338585,5.228247155,0.534903266,0.072639526,1.90E-05,1.062923066,0.001253936,0.213897622,39.90619886,0.481446541,0.003230846,5823.912172
0.982854945,0.61511377,0.942893603,0.928602191,0.525439162,0.326807738,0.941750923,0.595546869,0.95775831,0.986710505,0.098466762,0.517210597,-2.273607635,0.02134015,1.884029801,-1.532021324,0.441725355,0.581420845,1.137530454,0.222371849,8.365351103,1.916013227,-0.764347747,-0.187411973,0.982854945,0.61511377,0.855096228,0.620153454,0.942893603,0.928602191,0.990879489,0.737572962,0.525439162,0.326807738,0.632642485,0.46474906,0.941750923,0.595546869,0.980555272,0.647784774,0.95775831,0.986710505,0.999989733,0.998021461,0.098466762,0.517210597,0.048396286,0.470399061,-0.044873537,0.032295547,-0.280778562,0.019021645,-0.138416887,-0.026846097,-0.340682043,-0.053661519,-0.670835961,3.485390164,0.293140748,0.040037304,4.048751767,0.46885946,2.804037313,2.565413248,0.101844586,-0.722658925,2.783012588,0.386944228,3.12118781,4.30740281,-2.214377861,0.068869597,0.647161611,0.300651998,8.065143381,0.937870629,0.092581199,2.89E-05,0.611283282,0.000922295,0.090787738,26.5295904,0.289047186,0.004348433,5903.252533
