"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"mean.sV[1]",0.788624697654873,0.0994491519676377,0.689981486345774,0.724472954396597,0.746155331218751,0.796253949491516,0.993969451126963,1.44722196999463,9,0,1
"mean.sV[2]",0.750897097062407,0.0841964850373213,0.654233427273525,0.701389287457882,0.72966092609898,0.756018184971189,0.996500270810857,1.15419840957463,26,0,1
"mean.sF[1]",0.849627716570988,0.0707743754579815,0.75476689923343,0.80468662824972,0.828653843659657,0.860996664761089,0.999507738452781,1.21392621181043,19,0,1
"mean.sF[2]",0.857371016277533,0.0629283306350732,0.767656091444805,0.812174366330655,0.844069601290985,0.886152703184394,0.99568806301175,1.22717426322513,13,0,1
"mean.fV[1]",0.269450848632144,0.140657846829563,0.143212380954018,0.174975460528909,0.20322379583877,0.30837178894569,0.566101911549465,1.36238589666042,10,0,1
"mean.fV[2]",0.271005457216202,0.120020771589193,0.138361051738089,0.182103727177859,0.222632709156419,0.337171340891103,0.558137156740906,1.06483976201468,63,0,1
"mean.fF[1]",0.565830621874773,0.174927219729179,0.372828525446638,0.449234144461069,0.500013874433129,0.585604168347096,0.918314064710636,1.37910773407299,10,0,1
"mean.fF[2]",0.549222030645781,0.134976265632212,0.371730893168071,0.465354017001283,0.518928466057675,0.580960273711683,0.911452756205256,1.11726222773929,81,0,1
"mean.pV[1]",0.785972622836268,0.110300412563858,0.645280519759026,0.704824526841649,0.74577149220087,0.857964999192482,0.997491885773268,1.34612751737715,10,0,1
"mean.pV[2]",0.808602203332348,0.12130976783932,0.639940878095495,0.708444430610572,0.762577985496683,0.94602001172629,0.99926135560643,1.05755814111717,40,0,1
"mean.pF[1]",0.616689914331845,0.280235609119567,0.0774648660015624,0.531401277262379,0.729295440480677,0.809838240451188,0.915193672096984,1.36806707243176,10,0,1
"mean.pF[2]",0.634194380057255,0.239063675015938,0.087850582371054,0.507074231398074,0.688963643566846,0.812341504910766,0.968966105021566,1.086359256463,51,0,1
"beta.sV[1]",-0.0665714895102723,1.4808469690976,-2.22487316930361,-0.473648905194058,-0.157577151331192,0.0888612252994074,4.54700165611552,1.11975990588646,98,1,0.676666666666667
"beta.sV[2]",0.112643862236459,1.48298859012509,-1.67070658735682,-0.27388423942652,-0.0263182324554304,0.189660692857354,5.27892280371509,1.28550787229472,24,1,0.473333333333333
"beta.sF[1]",0.067650529945888,0.56664661834658,-0.922262626437537,-0.280514736258615,0.0273135557785643,0.370737981241164,1.3269321077962,1.04811977702078,146,1,0.5175
"beta.sF[2]",-0.321286510029839,0.901906310368971,-2.70292079989673,-0.685447389680987,-0.18545115262448,0.196405402166411,1.28489970538697,1.19389218721736,16,1,0.624166666666667
"beta.fV[1]",0.420663855389413,0.613030199994446,-0.616329159928565,-0.0647264777098521,0.346027998118883,0.951774345380583,1.53830889781011,1.45470777343616,8,1,0.706666666666667
"beta.fV[2]",-0.0687055173517207,0.693416210473444,-1.49396945494014,-0.470177856174094,-0.0877646137289462,0.368379575278593,1.29690403959957,1.70877954998697,6,1,0.558333333333333
"beta.fF[1]",0.605088059426447,0.730042517538707,-0.684886708933105,0.0276003042488078,0.66901443694794,1.09926034778002,1.97826480880997,1.16731069777845,16,1,0.759166666666667
"beta.fF[2]",0.12274395783764,0.753961376344307,-1.22270623719194,-0.346008002552082,0.0747611531654793,0.651330726063687,1.4695698851232,1.51270032210395,7,1,0.535833333333333
"beta.pV[1]",2.4288532762395,3.4365952159954,-1.27454620125327,-0.542296614300878,1.19936301319281,5.09514989501588,9.59047441493485,1.15558289333899,17,1,0.620833333333333
"beta.pV[2]",0.858851584416738,3.40833760412558,-4.86050563614755,-0.872846789969442,-0.423828810450365,1.97220264350534,9.04779603785378,2.60062117782844,4,1,0.375833333333333
"beta.pF[1]",0.768247842229311,3.15385395199984,-2.33467658982117,-1.2766644399555,-0.704408017850831,2.23391789614807,8.69967154161349,1.3714476435806,11,1,0.366666666666667
"beta.pF[2]",2.56216352698527,3.45981543951264,-2.53826005467834,-0.476029554470865,2.15089124839981,5.58123173578903,9.16713516201747,1.98006001089195,5,1,0.634166666666667
"sV0[1]",0.788624697654873,0.0994491519676377,0.689981486345774,0.724472954396597,0.746155331218751,0.796253949491516,0.993969451126963,1.44722196999463,9,0,1
"sV0[2]",0.750897097062407,0.0841964850373213,0.654233427273525,0.701389287457882,0.72966092609898,0.756018184971189,0.996500270810857,1.15419840957463,26,0,1
"sV1[1]",0.745507973437604,0.117924030589195,0.55122096693787,0.680106613528774,0.725150042462513,0.776526786487252,0.9998997582822,1.17049557583858,22,0,1
"sV1[2]",0.731831839993237,0.0874613138602295,0.597732146497228,0.682777709923483,0.724835757438785,0.763052753977507,0.999973368515459,1.29327826476923,13,0,1
"sF0[1]",0.849627716570988,0.0707743754579815,0.75476689923343,0.80468662824972,0.828653843659657,0.860996664761089,0.999507738452781,1.21392621181043,19,0,1
"sF0[2]",0.857371016277533,0.0629283306350732,0.767656091444805,0.812174366330655,0.844069601290985,0.886152703184394,0.99568806301175,1.22717426322513,13,0,1
"sF1[1]",0.846212786757312,0.0840393119552459,0.700149787335,0.788481866655457,0.834245579264025,0.884644511771165,0.9996790551912,1.13272066906836,25,0,1
"sF1[2]",0.823314833275205,0.0799081962214486,0.644458318012099,0.776248806945011,0.827335575097138,0.87002947422383,0.994445993373679,1.05069515691718,52,0,1
"fV0[1]",0.269450848632144,0.140657846829563,0.143212380954018,0.174975460528909,0.20322379583877,0.30837178894569,0.566101911549465,1.36238589666042,10,0,1
