"stage","lag_mos","start.mos","mod1","mod1.pval","mod1.rsq","mod1.dev.expl","mod1.aic","mod2","mod2.pval","mod2.rsq","mod2.dev.expl","mod1.aic"
"Stage_curd","36","5","prcp","0.0793159688262871","0.0697843191060256","0.090843828865788","30.6447753554325","year+prcp","0.183751395028165","0.105577351377591","0.148548180795128","30.1362047759647"
"Stage_curd","24","5","prcp","0.159252065924728","0.0863031193596145","0.139197854178636","31.0656480545065","year+prcp","0.192982000058322","0.13858952231748","0.20897937413471","29.8743129674529"
"Stage_curd","24","5","tmin","0.248333362569392","0.0064247324159985","0.010471547547622","32.1568519672957","year+tmin","1","0.0787932544569521","0.109500146171728","30.6436600096965"
"Stage_curd","36","5","tmin","0.295879573302044","1.00890296117484e-10","1.80286509658284e-10","32.2388025484032","year+tmin","0.996326342575959","0.0787932544825116","0.109500146186263","30.6436600085279"
"Stage_curd","24","5","tmax","0.521886334178371","-1.77635683940025e-14","4.34154490299528e-11","32.2388025504884","year+tmax","1","0.0787932546266501","0.109500146170528","30.6436599989758"
"Stage_curd","36","5","tmax","1","-5.17974552138867e-11","4.69381735146308e-12","32.2388025524722","year+tmax","0.822898530529168","0.0787932544244287","0.109500146243873","30.6436600139316"
"Stage_curd","24","5","snow","0.677404912374307","-1.26520662835361e-08","1.7656110207864e-08","32.2388038203794","year+snow","0.356192300429496","0.0787937462789119","0.10950117523644","30.6436602454384"
"Stage_curd","36","5","snow","0.748828852220451","-9.80986796239591e-08","4.78867689697681e-08","32.2388098238645","year+snow","0.417243390451193","0.0787933859709055","0.109500582030135","30.6436649447083"
"Stage_curdsv","36","5","tmin","0.292575390133098","3.14730463912838e-11","5.56865740850201e-11","81.7295313688229","year+tmin","0.636417897124159","0.022446385317785","0.0550315058679122","81.9748169336283"
"Stage_curdsv","24","5","tmin","0.502906185454129","2.43693953905222e-13","1.86688871208664e-11","81.7295313696231","year+tmin","0.798486338426492","0.0224463852846163","0.0550315058525285","81.9748169351567"
"Stage_curdsv","24","5","tmax","0.900992750952996","-1.47899470448465e-11","4.63448739370782e-12","81.7295313701182","year+tmax","0.418471075617947","0.0224463853573769","0.0550315058704298","81.9748169313512"
"Stage_curdsv","36","5","tmax","0.993428260281017","-1.67399427652981e-11","2.32258645908555e-12","81.7295313701681","year+tmax","0.939432374663595","0.0224463852732736","0.0550315058357956","81.9748169353516"
"Stage_curdsv","36","5","prcp","0.439599923506466","3.36255090438442e-09","1.28130398154135e-08","81.7295315389215","year+prcp","0.720523948416627","0.0224463666381046","0.0550315206983066","81.9748184656667"
"Stage_curdsv","24","5","prcp","0.850206325420627","-2.03058663217348e-08","5.36567072020525e-09","81.7295327430528","year+prcp","0.656826024118308","0.0224463643177137","0.0550315307682437","81.9748188910617"
"Stage_curdsv","24","5","snow","1","-2.85274963651716e-08","3.56553479841159e-09","81.7295331841466","year+snow","1","0.0224462597568212","0.0550315210573281","81.974824817381"
"Stage_curdsv","36","5","snow","0.681979573380448","-4.47408885495548e-08","3.73142951142636e-08","81.729535135664","year+snow","0.494542000980329","0.022446394312395","0.0550317485126552","81.9748233328992"
"Stage_curfl","36","5","prcp","0.144727263553608","0.0353757347769756","0.0500948415699648","48.1403595273442","year+prcp","0.326527938778004","0.0751156679653344","0.105945182696585","47.3463810864523"
"Stage_curfl","24","5","prcp","0.251386326364931","0.0530820042731784","0.109832633673917","48.8072095039019","year+prcp","0.392541677565881","0.0751156423598488","0.105945144353963","47.3463815342587"
"Stage_curfl","36","5","tmin","0.467109071799937","7.32280902582261e-12","4.65200140906155e-11","48.818012539893","year+tmin","0.933279026878666","0.075115628302901","0.105945107552584","47.3463813043946"
"Stage_curfl","24","5","tmin","0.598937876010884","-8.07487410270369e-12","1.71594836354883e-11","48.8180125399654","year+tmin","0.406079465747134","0.0751156285156179","0.105945107642408","47.3463812937677"
"Stage_curfl","36","5","tmax","0.954836722177568","-1.69739777788891e-11","3.34562495248982e-12","48.8180125400987","year+tmax","0.4728762123966","0.0751156285133112","0.105945107822299","47.346381299345"
"Stage_curfl","24","5","tmax","1","-3.07347480799081e-11","9.78223248693401e-13","48.8180125408557","year+tmax","0.380434131506391","0.0751156285098269","0.105945107614934","47.3463812933012"
"Stage_curfl","24","5","snow","0.979747602632066","-4.83381630278501e-08","1.05780137567725e-08","48.8180157460353","year+snow","1","0.0751155292548173","0.105945112153335","47.3463876546933"
"Stage_curfl","36","5","snow","0.704140872889866","-4.84341191597792e-08","3.34862219348023e-08","48.8180164161306","year+snow","1","0.0751153727464984","0.105945117644432","47.3463976352392"
"Stage_curfr","36","5","prcp","0.21246290577653","0.0145987095254072","0.0226060713038325","51.6928928332478","year+prcp","0.440194117022378","0.0610577457565438","0.0923559149675513","50.9101785046093"
"Stage_curfr","36","5","tmin","0.469579842614326","7.2132300132921e-12","4.82813099319508e-11","51.9141640702436","year+tmin","0.985199752005096","0.0610577126608508","0.0923557891000908","50.9101768047625"
"Stage_curfr","36","5","tmax","0.97611633965704","-1.73647762835571e-11","2.96054598224128e-12","51.914164070404","year+tmax","0.501742352127577","0.0610577128465732","0.0923557893012842","50.910176799275"
"Stage_curfr","24","5","tmin","0.675173488120354","-1.29980470831015e-11","1.22156425130533e-11","51.9141640704104","year+tmin","0.370889006794128","0.0610577129103032","0.0923557892246619","50.910176793059"
"Stage_curfr","24","5","tmax","0.908527314605137","-2.55702126139568e-11","7.73038405454572e-12","51.9141640710346","year+tmax","0.282336705106673","0.0610577133970995","0.0923557899985891","50.9101767860111"
"Stage_curfr","24","5","prcp","0.673784723652613","-4.27576396511142e-09","3.95754729193747e-09","51.9141644405909","year+prcp","0.462532462372017","0.0610577286707324","0.0923558784666447","50.910178474223"
"Stage_curfr","36","5","snow","0.685945798004445","-4.1285715068895e-08","3.32664526240772e-08","51.914167511146","year+snow","1","0.0610574735114774","0.092355803847364","50.9101920160983"
"Stage_curfr","24","5","snow","0.805056681084198","-5.45847189670212e-08","3.08535936699332e-08","51.9141682391133","year+snow","1","0.0610576080588753","0.0923557907422232","50.9101833150458"
"Stage_curlv","24","5","snow","0.572814177086666","0.0322580644768743","-0.019802994670618","44.5914872265108","year+snow","0.203925504324393","0.0510590170547051","0.0445270016773663","44.571590288692"
"Stage_curlv","36","5","snow","0.559918482905245","0.0322580644299084","-0.0198029946384406","44.5914872281817","year+snow","0.239166184080241","0.0484147196927256","0.0850124281109766","45.5369885980299"
"Stage_curlv","24","5","prcp","0.427244677937179","0.0322580642576434","-0.0198029943170083","44.5914872313439","year+prcp","0.427244677679334","0.0322580643048597","-0.0198029943858838","44.591487230206"
"Stage_curlv","36","5","tmax","0.431791997467184","0.0322580633760924","-0.0198029931112972","44.5914872527882","year+tmax","0.360069850039808","0.0510587664876802","0.0445265524692235","44.5715963399755"
"Stage_curlv","24","5","tmax","0.432041005398189","0.0322580601944538","-0.0198029887214213","44.5914873300427","year+tmax","0.361839844369182","0.0510587666879053","0.0445265535718799","44.5715963447363"
"Stage_curlv","36","5","prcp","0.195279577230448","0.0194470780128644","0.0294448900180827","45.6688596723958","year+prcp","0.491519055457732","0.0510587663513642","0.0445265522328106","44.5715963447486"
"Stage_curlv","36","5","tmin","0.22911131299934","0.0106297307610433","0.0168537423422266","45.8341278223192","year+tmin","0.343034796734248","0.0510587664199824","0.0445265520685265","44.5715963374759"
"Stage_curlv","24","5","tmin","0.231462430136502","0.0104639501729595","0.0166629567179833","45.8385635774838","year+tmin","0.422009427679866","0.051058766400381","0.0445265521265908","44.5715963404513"
"Stage_cursv","36","5","prcp","0.332519152941059","9.6477429378794e-09","1.93447290251664e-08","40.5210081624074","year+prcp","0.592331035399464","0.0363579856963088","0.0684795036629608","40.3219658420343"
"Stage_cursv","36","5","tmin","0.300847388913265","7.01171343209239e-11","1.2722712473627e-10","40.5210081797574","year+tmin","0.725936830279927","0.0363580154983721","0.0684794151787819","40.3219614835962"
"Stage_cursv","36","5","tmax","1","-1.78486114776888e-11","1.18562285578301e-12","40.5210081813801","year+tmax","0.862071774220193","0.0363580154620388","0.0684794151458314","40.321961484828"
"Stage_cursv","24","5","tmin","0.487557573774833","3.89743792794661e-12","5.42735057210149e-11","40.5210081816149","year+tmin","0.742468634168433","0.0363580155008781","0.0684794151932833","40.3219614838657"
"Stage_cursv","24","5","tmax","0.99290371446889","-2.68711719542125e-11","4.54935692489649e-12","40.521008182019","year+tmax","0.425639270270676","0.0363580156482042","0.068479415173857","40.3219614744353"
"Stage_cursv","24","5","prcp","0.779933462178501","-7.50115769498905e-09","3.05463571262066e-09","40.5210087189287","year+prcp","0.576081870769453","0.0363579866639553","0.0684795097525861","40.3219659603003"
"Stage_cursv","24","5","snow","1","-7.63823644334138e-08","5.88744334738646e-09","40.5210129339522","year+snow","1","0.0363578936845996","0.0684794276962279","40.321969178179"
"Stage_cursv","36","5","snow","0.757316471526234","-9.21623000138538e-08","4.22701095794349e-08","40.5210149358452","year+snow","0.546835910608636","0.0363579791405247","0.0684795940639661","40.3219688568764"
