"","mean.sV","mean.sF","mean.fV","mean.fF","mean.fUV","mean.fUF","mean.dV","mean.dF","mean.dUV","mean.dUF","deviance"
"1",0.718347092119021,0.685756201123358,0.768944407224066,0.692832523886632,0.594097657540667,0.659760296452118,0.50096127642716,0.51615459109877,0.546396301908656,0.41823210692177,3016.20248491911
"2",0.722401048158422,0.702434496708281,0.684496794220416,0.672545773324745,0.595356458713118,0.627698322726467,0.491192626776004,0.493591081238313,0.539329748162357,0.425606196682548,2938.44841057372
"3",0.722157450800834,0.700849456214819,0.733457195507634,0.663849256384045,0.598492739998544,0.585091096474248,0.504969152407166,0.488517054705717,0.549322400300671,0.461509729222104,2968.25080764107
"4",0.744278918557179,0.709428141248402,0.715191473445025,0.725419167777589,0.589528608164303,0.55608918001882,0.475000282552006,0.494540521791343,0.581559577169148,0.44055130856373,2937.51881651295
"5",0.738222954287283,0.709896776435359,0.764741997714743,0.644763215022518,0.614097298496928,0.581300678390865,0.517100688407176,0.514767659753028,0.602502095845319,0.603498426774355,3095.90638656899
"6",0.717578617151927,0.70723814710779,0.70327224822518,0.682761251028265,0.685612188100488,0.582693785627378,0.468005788883618,0.477531309190016,0.598261931281877,0.454336456145166,2958.75146266305
"7",0.745847637961776,0.684875527664455,0.727512937742793,0.701424753826784,0.646977709955931,0.614640603793301,0.500259762885022,0.510393976459679,0.608523256336705,0.294279976258715,2978.60805609428
"8",0.750429116477972,0.670228652818993,0.706120840186678,0.680884018367869,0.62702648839166,0.564781108495656,0.489694662125562,0.495823221926815,0.600995664656159,0.366280900115051,2990.79740521708
"9",0.72662817920412,0.694516224463669,0.666341917008994,0.669058876151864,0.548906548966096,0.586282212619109,0.505647267224918,0.478973711079269,0.584146526966265,0.569245617038313,3039.80441469988
"10",0.732065371247231,0.684181666322887,0.731508376600293,0.652729570368099,0.620870305231448,0.538712805634256,0.428174034995074,0.5287900738099,0.561782040424908,0.405628325940665,2958.94186798978
"11",0.713321885533723,0.679866944683102,0.710064512571385,0.684331995146312,0.693381139705006,0.627398599079112,0.432972384052917,0.500611986388705,0.566775555661585,0.390977985820647,2947.41259555571
"12",0.698377889962573,0.692743508483579,0.722482259882342,0.67223110037547,0.565660870904688,0.557907468474258,0.489212693713145,0.485984058220272,0.578486521642895,0.527660471262652,3040.37409418342
"13",0.745076149968091,0.720921457198236,0.715789691146467,0.686435320997456,0.779544333313762,0.578079101971235,0.476889744559573,0.456624391217618,0.569526319821457,0.411885433103842,2857.69594728865
"14",0.733813654661156,0.694104595375327,0.724563540723845,0.705941194941786,0.666290691799378,0.580763543010387,0.520716615924952,0.568234110729851,0.597822453825819,0.381217272964158,3112.92776950993
"15",0.721550550811326,0.690241705140821,0.696080087879461,0.671671387212716,0.589117413612504,0.611398498915702,0.486087275745349,0.472323060083991,0.588337539310013,0.486288394402728,2993.0797290267
"16",0.726921674115937,0.693196778359113,0.702519531783376,0.683813199501884,0.553863776570868,0.610475506124971,0.438796138309788,0.522517902254399,0.585502008135434,0.400504908260842,2973.04682316998
"17",0.735406934585548,0.694228046393728,0.69812367667277,0.715713372358687,0.60893921043534,0.54701075799411,0.538149915364344,0.505758714704992,0.572378581536521,0.424693691965887,3031.49441850807
"18",0.745503811779924,0.681807477064693,0.725145244258162,0.691955983867939,0.634683274043121,0.612697092478721,0.508471341634942,0.480439191294388,0.543055955205573,0.364785922910096,2920.81329731535
